Time,num_affected
195.75,663912
196,663918
196.25,663924
196.5,663933
196.75,663940
197,663945
197.25,663952
197.5,663962
197.75,663970
198,663972
198.25,663974
198.5,663977
198.75,663982
199,663986
199.25,663994
199.5,663998
199.75,663999
200,664003
200.25,664005
200.5,664007
200.75,664010
201,664013
201.25,664018
201.5,664020
201.75,664025
202,664036
202.25,664042
202.5,664044
202.75,664050
203,664056
203.25,664059
203.5,664063
203.75,664066
204,664074
204.25,664077
204.5,664091
204.75,664093
205,664094
205.25,664097
205.5,664105
205.75,664108
206,664110
206.25,664110
206.5,664112
206.75,664117
207,664118
207.25,664119
207.5,664121
207.75,664124
208,664126
208.25,664128
208.5,664134
208.75,664139
209,664143
209.25,664149
209.5,664151
209.75,664153
210,664160
210.25,664162
210.5,664164
210.75,664166
211,664169
211.25,664172
211.5,664174
211.75,664175
212,664176
212.25,664181
212.5,664184
212.75,664185
213,664187
213.25,664189
213.5,664194
213.75,664200
214,664200
214.25,664200
214.5,664202
214.75,664204
215,664205
215.25,664207
215.5,664210
215.75,664210
216,664212
216.25,664214
216.5,664217
216.75,664217
217,664217
217.25,664217
217.5,664218
217.75,664220
218,664220
218.25,664222
218.5,664223
218.75,664223
219,664223
219.25,664224
219.5,664224
219.75,664224
220,664224
220.25,664225
220.5,664225
220.75,664226
221,664226
221.25,664226
221.5,664226
221.75,664226
222,664227
222.25,664228
222.5,664228
222.75,664228
223,664228
223.25,664229
223.5,664229
223.75,664229
224,664229
224.25,664229
224.5,664229
224.75,664230
225,664231
225.25,664231
225.5,664231
225.75,664233
226,664233
226.25,664233
226.5,664233
226.75,664233
227,664233
227.25,664233
227.5,664234
227.75,664234
228,664235
228.25,664238
228.5,664239
228.75,664240
229,664240
229.25,664240
229.5,664240
229.75,664241
230,664242
230.25,664243
230.5,664243
230.75,664243
231,664243
231.25,664243
231.5,664243
231.75,664243
232,664243
232.25,664243
232.5,664243
232.75,664243
233,664244
233.25,664244
233.5,664244
233.75,664244
234,664245
234.25,664245
234.5,664245
234.75,664245
235,664245
235.25,664245
235.5,664245
235.75,664245
236,664245
236.25,664245
236.5,664245
236.75,664245
237,664246
237.25,664246
237.5,664246
237.75,664246
238,664247
238.25,664247
238.5,664248
238.75,664248
239,664249
239.25,664249
239.5,664249
239.75,664249
240,664249
240.25,664250
240.5,664250
240.75,664250
241,664250
241.25,664250
241.5,664251
241.75,664251
242,664251
242.25,664251
242.5,664251
242.75,664251
243,664252
243.25,664252
243.5,664252
243.75,664252
244,664252
244.25,664252
244.5,664252
244.75,664252
245,664252
245.25,664252
245.5,664252
245.75,664252
246,664252
246.25,664252
246.5,664252
246.75,664252
247,664252
247.25,664252
247.5,664252
247.75,664252
248,664252
248.25,664252
248.5,664252
248.75,664252
249,664252
249.25,664252
249.5,664252
249.75,664252
250,664252
250.25,664252
250.5,664252
250.75,664252
251,664252
251.25,664252
251.5,664252
251.75,664252
252,664252
252.25,664252
252.5,664252
252.75,664252
253,664252
253.25,664252
253.5,664252
253.75,664252
254,664252
254.25,664252
254.5,664252
254.75,664252
255,664252
255.25,664252
255.5,664252
255.75,664252
256,664252
256.25,664252
256.5,664252
256.75,664252
257,664252
257.25,664252
257.5,664252
257.75,664252
258,664252
258.25,664252
258.5,664252
258.75,664252
259,664252
259.25,664252
259.5,664252
259.75,664252
260,664252
260.25,664252
260.5,664252
260.75,664252
261,664252
261.25,664252
261.5,664252
261.75,664252
262,664252
262.25,664252
262.5,664252
262.75,664252
263,664252
263.25,664252
263.5,664252
263.75,664252
264,664252
264.25,664252
264.5,664252
264.75,664252
265,664252
265.25,664252
265.5,664252
265.75,664252
266,664252
266.25,664252
266.5,664252
266.75,664252
267,664252
267.25,664252
267.5,664252
267.75,664252
268,664252
268.25,664252
268.5,664252
268.75,664252
269,664252
269.25,664252
269.5,664252
269.75,664252
270,664252
270.25,664252
270.5,664252
270.75,664252
271,664252
271.25,664252
271.5,664252
271.75,664252
272,664252
