Time,num_cases
278.5,445330
278.75,445330
279,445330
279.25,445330
279.5,445330
279.75,445330
280,445330
280.25,445330
280.5,445330
280.75,445330
281,445330
281.25,445330
281.5,445330
281.75,445330
282,445330
282.25,445330
282.5,445330
282.75,445330
283,445330
283.25,445330
283.5,445330
283.75,445330
284,445330
284.25,445330
284.5,445330
284.75,445330
285,445330
285.25,445330
285.5,445330
285.75,445330
286,445330
286.25,445330
286.5,445330
286.75,445330
287,445330
287.25,445330
287.5,445330
287.75,445330
288,445330
288.25,445330
288.5,445330
288.75,445330
289,445330
289.25,445330
289.5,445330
289.75,445330
290,445330
290.25,445330
290.5,445330
290.75,445330
291,445330
291.25,445330
291.5,445330
291.75,445330
292,445330
292.25,445330
292.5,445330
292.75,445330
293,445330
293.25,445330
293.5,445330
293.75,445330
294,445330
294.25,445330
294.5,445330
294.75,445330
295,445330
295.25,445330
295.5,445330
295.75,445330
296,445330
296.25,445330
296.5,445330
296.75,445330
297,445330
297.25,445330
297.5,445330
297.75,445330
298,445330
298.25,445330
298.5,445330
298.75,445330
299,445330
299.25,445330
299.5,445330
299.75,445330
300,445330
300.25,445330
300.5,445330
300.75,445330
301,445330
301.25,445330
301.5,445330
301.75,445330
302,445330
302.25,445330
302.5,445330
302.75,445330
303,445330
303.25,445330
303.5,445330
303.75,445330
304,445330
304.25,445330
304.5,445330
304.75,445330
305,445330
305.25,445330
305.5,445330
305.75,445330
306,445330
306.25,445330
306.5,445330
306.75,445330
307,445330
307.25,445330
307.5,445330
307.75,445330
308,445330
308.25,445330
308.5,445330
308.75,445330
309,445330
309.25,445330
309.5,445330
309.75,445330
310,445330
310.25,445330
310.5,445330
310.75,445330
311,445330
311.25,445330
311.5,445330
311.75,445330
312,445330
312.25,445330
312.5,445330
312.75,445330
313,445330
313.25,445330
313.5,445330
313.75,445330
314,445330
314.25,445330
314.5,445330
314.75,445330
315,445330
315.25,445330
315.5,445330
315.75,445330
316,445330
316.25,445330
316.5,445330
316.75,445330
317,445330
317.25,445330
317.5,445330
317.75,445330
318,445330
318.25,445330
318.5,445330
318.75,445330
319,445330
319.25,445330
319.5,445330
319.75,445330
320,445330
320.25,445330
320.5,445330
320.75,445330
321,445330
321.25,445330
321.5,445330
321.75,445330
322,445330
322.25,445330
322.5,445330
322.75,445330
323,445330
323.25,445330
323.5,445330
323.75,445330
324,445330
324.25,445330
324.5,445330
324.75,445330
325,445330
325.25,445330
325.5,445330
325.75,445330
326,445330
326.25,445330
326.5,445330
326.75,445330
327,445330
327.25,445330
327.5,445330
327.75,445330
328,445330
328.25,445330
328.5,445330
328.75,445330
329,445330
329.25,445330
329.5,445330
329.75,445330
330,445330
330.25,445330
330.5,445330
330.75,445330
331,445330
331.25,445330
331.5,445330
331.75,445330
332,445330
332.25,445330
332.5,445330
332.75,445330
333,445330
333.25,445330
333.5,445330
333.75,445330
334,445330
334.25,445330
334.5,445330
334.75,445330
335,445330
335.25,445330
335.5,445330
335.75,445330
336,445330
