Time,susceptible_lambda
446.25,16.0624
446.5,16.1968
446.75,15.3572
447,15.4769
447.25,12.6827
447.5,17.3944
447.75,19.8146
448,14.6666
448.25,15.3114
448.5,13.0178
448.75,10.0495
449,13.355
449.25,14.3905
449.5,13.5123
449.75,13.9665
450,16.115
450.25,14.6565
450.5,20.9797
450.75,23.4089
451,22.3859
451.25,17.6966
451.5,15.8646
451.75,15.6527
452,17.4696
452.25,18.002
452.5,23.8691
452.75,24.5481
453,17.6848
453.25,19.0714
453.5,15.3661
453.75,18.7144
454,16.7809
454.25,15.9944
454.5,15.7455
454.75,15.4818
455,12.9149
455.25,12.6069
455.5,13.6688
455.75,20.9527
456,21.4175
456.25,21.3827
456.5,20.2206
456.75,13.9181
457,13.8533
457.25,19.0725
457.5,17.6647
457.75,14.6961
458,13.9368
458.25,17.5501
458.5,16.7512
458.75,14.1413
459,13.9019
459.25,9.57763
459.5,6.76197
459.75,8.67571
460,17.1947
460.25,8.78466
460.5,8.76838
460.75,8.86912
461,9.29139
461.25,16.5749
461.5,14.474
461.75,15.9263
462,22.5445
462.25,19.338
462.5,21.0119
462.75,18.9005
463,13.3788
463.25,11.6312
463.5,9.5481
463.75,11.2266
464,9.50625
464.25,13.6867
464.5,11.6708
464.75,10.0787
465,11.3585
465.25,11.4955
465.5,12.9234
465.75,14.1458
466,10.2867
466.25,9.29611
466.5,9.51538
466.75,6.36077
467,6.63001
467.25,6.06082
467.5,4.71102
467.75,5.61011
468,8.16045
468.25,7.06188
468.5,9.03604
468.75,13.8796
469,15.0636
469.25,14.9882
469.5,15.0013
469.75,12.9388
470,13.5873
470.25,11.3804
470.5,6.70396
470.75,6.49219
471,6.35144
471.25,4.32983
471.5,4.03997
471.75,4.85241
472,7.12655
472.25,7.83076
472.5,6.43967
472.75,6.26293
473,8.73461
473.25,9.27549
473.5,8.0228
473.75,11.2752
474,11.1276
474.25,10.4763
474.5,9.87469
474.75,10.0282
475,11.846
475.25,10.787
475.5,10.605
475.75,10.6053
476,8.33756
476.25,8.14635
476.5,8.28882
476.75,9.47084
477,9.8925
477.25,10.5389
477.5,10.1453
477.75,6.80331
478,5.80016
478.25,4.78733
478.5,3.64904
478.75,4.00397
479,3.45048
479.25,2.81629
479.5,2.70261
479.75,12.1717
480,8.04855
480.25,7.92564
480.5,6.84092
480.75,4.79174
481,4.53375
481.25,4.63309
481.5,5.46497
481.75,5.99519
482,7.2758
482.25,6.83216
482.5,5.855
482.75,5.87618
483,3.88964
483.25,5.85291
483.5,5.86323
483.75,2.90227
484,8.15281
484.25,10.5712
484.5,12.8507
484.75,14.8787
485,14.3836
485.25,10.3482
485.5,6.67609
485.75,7.12949
486,7.6529
486.25,5.26151
486.5,5.6365
486.75,4.13625
487,3.17617
487.25,4.49012
487.5,3.83192
487.75,7.49605
488,5.36904
488.25,5.62095
488.5,6.11484
488.75,6.3583
489,5.57352
489.25,5.82926
489.5,5.14131
489.75,4.18598
490,4.26058
490.25,4.33629
490.5,4.22875
490.75,4.20504
491,3.28695
491.25,3.23084
491.5,10.7371
491.75,11.8148
492,13.6
492.25,4.03795
492.5,3.89499
492.75,11.6744
493,10.414
493.25,10.172
493.5,11.3161
493.75,8.1011
494,9.17184
494.25,11.544
494.5,11.1348
494.75,11.8864
495,11.8735
495.25,10.6132
495.5,13.5653
495.75,13.0883
496,11.5698
496.25,11.4822
496.5,8.04662
496.75,9.64498
497,9.8685
497.25,9.78876
497.5,10.0949
497.75,8.91571
498,8.0565
498.25,7.79813
498.5,7.41137
498.75,8.98691
499,6.31633
499.25,6.61103
499.5,6.75612
499.75,8.53179
500,7.94342
500.25,8.83683
500.5,9.40952
500.75,7.86053
501,6.12837
501.25,19.1614
501.5,11.3965
501.75,10.3034
502,9.82413
502.25,14.6273
502.5,20.5847
502.75,15.0482
503,22.126
503.25,16.1517
503.5,14.4153
503.75,15.6582
504,22.019
504.25,20.6472
504.5,21.4443
504.75,30.1287
505,26.3913
505.25,15.2337
505.5,11.6248
505.75,12.7288
506,12.1196
506.25,11.7218
506.5,13.09
506.75,24.6221
507,25.111
507.25,26.8331
507.5,25.2782
507.75,18.4184
508,21.3301
508.25,22.7293
508.5,20.9197
508.75,23.4246
509,23.9995
509.25,19.8145
509.5,19.8328
509.75,23.1943
510,20.1734
510.25,21.4237
510.5,26.6079
510.75,22.2219
511,25.1676
511.25,25.2915
511.5,20.5918
511.75,24.2573
512,24.8303
512.25,22.2568
512.5,21.9231
512.75,21.7472
513,27.6404
513.25,29.7772
513.5,31.778
513.75,26.651
514,25.4368
514.25,24.6355
514.5,26.0739
514.75,22.5388
515,24.6641
515.25,28.8063
515.5,30.7055
515.75,27.2326
516,28.2871
516.25,20.5972
516.5,16.8411
516.75,17.9906
517,18.9867
517.25,17.2802
517.5,20.7411
517.75,25.0192
518,23.9187
518.25,36.3274
518.5,27.9627
518.75,25.4458
519,25.6883
519.25,19.2046
519.5,18.4911
519.75,24.4358
520,21.3236
520.25,17.5595
520.5,34.6227
520.75,29.725
521,22.8445
521.25,22.9032
521.5,23.1196
521.75,23.7864
522,19.7746
522.25,17.5858
522.5,19.361
522.75,14.3772
523,14.3335
523.25,12.7444
523.5,13.2265
523.75,15.3613
524,9.41816
524.25,11.1712
524.5,11.5946
524.75,20.6356
525,18.5857
525.25,21.0469
525.5,21.3676
525.75,21.9016
526,15.7926
526.25,13.4485
526.5,11.5392
526.75,11.6027
527,16.5585
527.25,18.3465
527.5,15.5766
527.75,22.1781
528,20.1129
528.25,21.0398
528.5,17.5328
528.75,16.8555
529,20.2931
529.25,20.4504
529.5,22.6299
529.75,16.8489
530,16.3742
530.25,11.9476
530.5,10.742
530.75,11.9958
531,11.6333
531.25,12.0283
531.5,12.5649
531.75,10.4928
532,10.0837
532.25,10.4275
532.5,9.26012
532.75,7.31904
533,9.19653
533.25,12.1942
533.5,9.47265
533.75,7.8419
534,7.17706
534.25,7.19565
534.5,7.25602
534.75,12.7137
535,17.3982
535.25,14.9359
535.5,17.9439
535.75,15.0208
536,12.0337
536.25,12.4086
536.5,7.23347
536.75,6.17014
537,7.50311
537.25,6.07057
537.5,6.38887
537.75,5.48735
538,6.03283
538.25,7.24273
538.5,7.50181
538.75,6.94773
539,13.5358
539.25,7.76291
539.5,7.2645
539.75,8.13062
540,16.3411
540.25,16.1677
540.5,13.0863
540.75,11.0579
541,7.91757
541.25,9.18395
541.5,14.0648
541.75,16.2804
542,15.6823
542.25,9.3404
542.5,5.94061
542.75,2.98319
543,2.25512
543.25,2.36925
543.5,2.84144
543.75,2.80021
544,2.47788
544.25,7.84743
544.5,6.38165
544.75,7.11949
545,7.80849
545.25,7.41575
545.5,4.69674
545.75,4.60301
546,3.0076
546.25,2.96857
546.5,7.9626
546.75,4.62731
547,4.36635
547.25,5.29316
547.5,4.96074
547.75,5.48799
548,12.4596
548.25,11.2299
548.5,9.00853
548.75,6.68917
549,10.884
549.25,13.3383
549.5,12.8844
549.75,8.26071
550,8.20656
550.25,8.56882
550.5,8.59532
550.75,9.05687
551,7.31686
551.25,5.16457
551.5,4.21512
551.75,3.06576
552,3.03888
552.25,2.74317
552.5,3.53687
552.75,3.26005
553,3.9615
553.25,2.87635
553.5,2.01594
553.75,11.9315
554,11.8776
554.25,5.49065
554.5,5.9632
554.75,6.10732
555,15.7006
555.25,11.5441
555.5,11.9267
555.75,12.5888
556,8.15529
556.25,9.31116
556.5,6.77155
556.75,8.87335
557,9.4366
557.25,5.39601
557.5,5.39655
557.75,8.74978
558,9.12599
558.25,9.3849
558.5,8.14352
558.75,3.3902
559,3.67107
559.25,6.09258
559.5,5.47822
559.75,4.78155
560,5.11591
560.25,2.89164
560.5,2.90025
560.75,2.90059
561,2.83534
561.25,3.56799
561.5,3.63091
561.75,5.94828
562,5.70318
562.25,3.85419
562.5,1.91765
562.75,5.85959
563,5.43971
563.25,4.25791
563.5,6.48994
563.75,7.24524
564,7.19891
564.25,7.33159
564.5,8.10114
564.75,7.17311
565,6.30172
565.25,6.49338
565.5,4.93414
565.75,4.86291
566,4.86439
566.25,5.81533
566.5,5.51118
566.75,6.37722
567,6.43484
567.25,8.67894
567.5,8.08351
567.75,5.90093
568,6.23134
568.25,7.62724
568.5,7.97468
568.75,8.08434
569,11.5936
569.25,11.7598
569.5,11.5215
569.75,10.4946
570,7.83253
570.25,3.68224
570.5,2.3514
570.75,2.35135
571,3.67641
571.25,5.47854
571.5,5.48546
571.75,9.28373
572,5.04619
572.25,4.53434
572.5,4.8862
572.75,5.08455
573,4.64413
573.25,5.50306
573.5,5.63767
573.75,6.60371
574,5.47491
574.25,7.98212
574.5,7.82365
574.75,11.1885
575,8.69967
575.25,2.58944
575.5,3.58831
575.75,3.92757
576,4.00508
576.25,3.62173
576.5,3.85932
576.75,4.28303
577,4.02623
577.25,3.71128
577.5,3.95594
577.75,4.87965
578,6.71642
578.25,6.71642
578.5,6.84639
578.75,6.07966
579,6.08206
579.25,5.64904
579.5,5.64904
579.75,5.36912
580,4.08325
580.25,4.10629
580.5,3.9153
580.75,3.85202
581,4.92827
581.25,4.89981
581.5,4.53292
581.75,2.56669
582,1.68688
582.25,1.71788
582.5,0.681048
582.75,0.681047
583,0.681047
583.25,0.55412
583.5,0.5513
583.75,0.5513
584,0.611172
584.25,1.08974
584.5,1.19888
584.75,2.10555
585,2.10534
585.25,2.06144
585.5,2.01059
585.75,2.01059
586,2.01059
586.25,2.18498
586.5,1.82098
586.75,0.964099
587,0.979218
587.25,0.6265
587.5,0.640134
587.75,0.629696
588,0.629657
588.25,2.33788
588.5,2.3106
588.75,3.19332
589,2.49329
589.25,2.4869
589.5,2.4869
589.75,0.127629
590,0.114074
590.25,0.114074
590.5,0.149586
590.75,0.149586
591,0.136676
591.25,0.136676
591.5,0.0301375
591.75,0.0229917
592,0.0229917
592.25,0.0167794
592.5,0.0167794
592.75,0.0166509
593,0.0166509
593.25,0.043453
593.5,0.0568541
593.75,0.105602
594,0.138303
594.25,0.138303
594.5,0.138303
594.75,0.138302
595,0.0413337
595.25,0.0413337
595.5,3.52706
595.75,3.50532
596,3.50532
596.25,5.2047
596.5,3.99886
596.75,3.96625
597,3.86843
597.25,0.964796
597.5,0.964796
597.75,0.964796
598,1.50001
598.25,1.50001
598.5,1.50001
598.75,3.12227
599,0.845167
599.25,0.845167
599.5,0.845167
599.75,0.0725277
