Time,total_fraction_lambda_W
0,-nan
0.25,-nan
0.5,-nan
0.75,-nan
1,-nan
82.5,0.028625
82.75,0.208739
83,0.0968227
83.25,0.061845
83.5,0.0942285
83.75,0.0944393
84,0.192133
84.25,0.0361797
84.5,0.0286009
84.75,0.0710447
85,0.0269572
85.25,0.0251392
85.5,0.0422611
85.75,0.0111072
86,0.019828
86.25,0.0191921
86.5,0.0463456
86.75,0.0160044
87,0.0471625
87.25,0.0238223
87.5,0.0496383
87.75,0.0374979
88,0.021956
88.25,0.0321979
88.5,0.0521415
88.75,0.0483866
89,0.036755
89.25,0.0297679
89.5,0.0636684
89.75,0.0196408
90,0.0344933
90.25,0.0103088
90.5,0.0368051
90.75,0.0441347
91,0.0763753
91.25,0.0580013
91.5,0.032941
91.75,0.114789
92,0.0190574
92.25,0.0641901
92.5,0.0388492
92.75,0.0390358
93,0.0448448
93.25,0.0161118
93.5,0.038654
93.75,0.0230301
94,0.0313201
94.25,0.029772
94.5,0.0309551
94.75,0.0276812
95,0.0170633
95.25,0.0291358
95.5,0.0398433
95.75,0.0533984
96,0.0648045
96.25,0.0745123
96.5,0.0657061
96.75,0.0233834
97,0.0264007
97.25,0.0411957
97.5,0.0228785
97.75,0.0505098
98,0.0402747
98.25,0.1674
98.5,0.0139217
98.75,0.0260646
99,0.0314413
99.25,0.0841912
99.5,0.0334571
99.75,0.0601493
100,0.0901224
100.25,0.0149784
100.5,0.0701627
100.75,0.0327444
101,0.0449009
101.25,0.0139876
101.5,0.0506082
101.75,0.0349996
102,0.086834
102.25,0.0450777
102.5,0.0857884
102.75,0.0956245
103,0.0673609
103.25,0.0222335
103.5,0.0817237
103.75,0.0691553
104,0.0598438
104.25,0.0266814
104.5,0.013776
104.75,0.191201
105,0.191518
105.25,0.0546596
105.5,0.0601774
105.75,0.0458946
106,0.119835
106.25,0.0965885
106.5,0.070363
106.75,0.0613796
107,0.018338
107.25,0.0211977
107.5,0.049783
107.75,0.0307668
108,0.0194085
108.25,0.0468965
108.5,0.0424964
108.75,0.0384283
109,0.0396657
109.25,0.0221349
109.5,0.0251009
109.75,0.0272651
110,0.0595721
110.25,0.0899773
110.5,0.0719975
110.75,0.0579817
111,0.0735436
111.25,0.0654309
111.5,0.0286639
111.75,0.0848002
112,0.0163579
112.25,0.0581614
112.5,0.0183136
112.75,0.029686
113,0.0805221
113.25,0.0499006
113.5,0.032572
113.75,0.102827
114,0.0434449
114.25,0.0674948
114.5,0.052792
114.75,0.052681
115,0.0457424
115.25,0.0781899
115.5,0.0388972
115.75,0.0506771
116,0.100973
116.25,0.0924829
116.5,0.0543615
116.75,0.0511842
117,0.0169334
117.25,0.0285598
117.5,0.0324351
117.75,0.0163239
118,0.0462081
118.25,0.0672883
118.5,0.0525697
118.75,0.0498363
119,0.0314722
119.25,0.0420693
119.5,0.0458572
119.75,0.048193
120,0.0615502
120.25,0.0381912
120.5,0.0252075
120.75,0.0219004
121,0.02571
121.25,0.0811477
121.5,0.114194
121.75,0.122362
122,0.0852792
122.25,0.0482502
122.5,0.0641812
122.75,0.0402208
123,0.0228384
123.25,0.0674704
123.5,0.0478649
123.75,0.0449371
124,0.0177054
124.25,0.0217593
124.5,0.0775542
124.75,0.0410837
125,0.0380298
125.25,0.0451697
125.5,0.0429633
125.75,0.00873054
126,0.0559396
126.25,0.044073
126.5,0.0460355
126.75,0.0379726
127,0.0444418
127.25,0.0473323
127.5,0.0425501
127.75,0.0723667
128,0.0681632
128.25,0.0286602
128.5,0.042611
128.75,0.0585697
129,0.0639672
129.25,0.130905
129.5,0.088945
129.75,0.0700753
130,0.0632568
130.25,0.0374058
130.5,0.0502316
130.75,0.098311
131,0.0733234
131.25,0.0534748
131.5,0.0263129
131.75,0.0459198
132,0.0831212
132.25,0.0752066
132.5,0.0190914
132.75,0.0147971
133,0.024817
133.25,0.0400805
133.5,0.088391
133.75,0.0217136
134,0.0212774
134.25,0.0646264
134.5,0.121087
134.75,0.028147
135,0.11884
135.25,0.08129
135.5,0.0321819
135.75,0.029028
136,0.0630625
136.25,0.0236634
136.5,0.0224615
136.75,0.0343392
137,0.0196989
137.25,0.0757827
137.5,0.0423816
137.75,0.0367844
138,0.0148699
138.25,0.00690128
138.5,0.0186132
138.75,0.0286039
139,0.0112886
139.25,0.0179738
139.5,0.0583928
139.75,0.018048
140,0.0452144
140.25,0.0131874
140.5,0.0100394
140.75,0.0147681
141,0.023257
141.25,0.0407194
141.5,0.0386823
141.75,0.0993265
142,0.0467141
142.25,0.119065
142.5,0.028593
142.75,0.0406487
143,0.0524021
143.25,0.0297266
143.5,0.0450881
143.75,0.0445964
144,0.0695567
144.25,0.0707525
144.5,0.0556708
144.75,0.02539
145,0.0786875
145.25,0.103812
145.5,0.1038
145.75,0.0543532
146,0.0597902
146.25,0.020016
146.5,0.0391085
146.75,0.0513631
147,0.0245935
147.25,0.0125517
147.5,0.014889
147.75,0.0272939
148,0.0136795
148.25,0.0372807
148.5,0.151897
148.75,0.0768186
149,0.0821087
149.25,0.0263058
149.5,0.0363621
149.75,0.0577481
150,0.0471179
150.25,0.0758109
150.5,0.0679625
150.75,0.0553389
151,0.0506594
151.25,0.0342514
151.5,0.0995421
151.75,0.0456921
152,0.0488271
152.25,0.066817
152.5,0.0239781
152.75,0.110942
153,0.174583
153.25,0.071497
153.5,0.0718886
153.75,0.0755746
154,0.0610691
154.25,0.0784566
154.5,0.0642906
154.75,0.0339815
155,0.0881665
155.25,0.0426985
155.5,0.0437658
155.75,0.0464791
156,0.061741
156.25,0.0367089
156.5,0.055204
156.75,0.0897915
157,0.0453829
157.25,0.0609135
157.5,0.043866
157.75,0.0675252
158,0.0671284
158.25,0.0871162
158.5,0.0982091
158.75,0.0606511
159,0.0528227
159.25,0.0165227
159.5,0.0672765
159.75,0.0165315
160,0.0121922
160.25,0.0266167
160.5,0.0282988
160.75,0.0170631
161,0.0485617
161.25,0.0327006
161.5,0.0297462
161.75,0.0197016
162,0.0172108
162.25,0.0391948
162.5,0.00691378
162.75,0.0279311
163,0.0294516
163.25,0.00909053
163.5,0.0833769
163.75,0.115914
164,0.0633079
164.25,0.0209361
164.5,0.159388
164.75,0.0403109
165,0.155806
165.25,0.176645
165.5,0.0523893
165.75,0.0427764
166,0.0192581
166.25,0.0413328
166.5,0.00884243
166.75,0.1279
167,0.0710066
167.25,0.0531915
167.5,0.00866363
167.75,0.0397105
168,0.0192671
168.25,0.0353008
168.5,0.00933418
168.75,0.0671697
169,0.0270856
169.25,0.0885722
169.5,0.0435927
169.75,0.0391025
170,0.0914008
170.25,0.0269751
170.5,0.0288547
170.75,0.0154797
171,0.0289663
171.25,0.0615729
171.5,0.030757
171.75,0.171968
172,0.129621
172.25,0.103722
172.5,0.0333024
172.75,0.0449479
173,0.0318443
173.25,0.0797698
173.5,0.0570259
173.75,0.112415
174,0.0259965
174.25,0.0955599
174.5,0.0194189
174.75,0.0580485
175,0.039991
175.25,0.0304656
175.5,0.0411838
175.75,0.0377262
176,0.0673929
176.25,0.044321
176.5,0.0400784
176.75,0.0206218
177,0.0231987
177.25,0.0310687
177.5,0.0853144
177.75,0.0724846
178,0.0466146
178.25,0.0693391
178.5,0.033074
178.75,0.070516
179,0.0382402
179.25,0.0159773
179.5,0.0628495
179.75,0.051719
180,0.0364138
180.25,0.0659615
180.5,0.0672897
180.75,0.0256626
181,0.0714737
181.25,0.0928858
181.5,0.0981643
181.75,0.062376
182,0.131173
182.25,0.055542
182.5,0.0537347
182.75,0.0473065
183,0.0471396
183.25,0.12082
183.5,0.0780813
183.75,0.139465
184,0.0540648
184.25,0.036677
184.5,0.0612133
184.75,0.0763384
185,0.0462741
185.25,0.063363
185.5,0.0592199
185.75,0.0414503
186,0.0179849
186.25,0.0593164
186.5,0.0360393
186.75,0.0859599
187,0.0558754
187.25,0.052311
187.5,0.0562011
187.75,0.0240372
188,0.0283254
188.25,0.0265272
188.5,0.027318
188.75,0.0212005
189,0.0643861
189.25,0.0591678
189.5,0.0817147
189.75,0.0471914
190,0.0595398
190.25,0.180451
190.5,0.0312226
190.75,0.114949
191,0.0280687
191.25,0.0220674
191.5,0.0448599
191.75,0.0198849
192,0.0524573
192.25,0.0401749
192.5,0.0861862
192.75,0.0320631
193,0.0601574
193.25,0.0289614
193.5,0.015895
193.75,0.0467175
194,0.090354
194.25,0.0290179
194.5,0.0309733
194.75,0.147434
195,0.0459228
195.25,0.0915314
195.5,0.0751736
195.75,0.0541575
196,0.076497
196.25,0.0264646
196.5,0.0200828
196.75,0.0350838
197,0.0272444
197.25,0.0157291
197.5,0.094972
197.75,0.0384144
198,0.0231011
198.25,0.0730275
198.5,0.0326453
198.75,0.0628374
199,0.0406443
199.25,0.0849944
199.5,0.0607725
199.75,0.0364249
200,0.0396759
200.25,0.0211537
200.5,0.0864783
200.75,0.0187549
201,0.111863
201.25,0.0333945
201.5,0.0419579
201.75,0.0243582
202,0.0479388
202.25,0.0291664
202.5,0.058385
202.75,0.0492926
203,0.0672144
203.25,0.06623
203.5,0.0644896
203.75,0.0438544
204,0.0226935
204.25,0.0186583
204.5,0.0902739
204.75,0.0666588
205,0.0463157
205.25,0.0126484
205.5,0.074915
205.75,0.0461335
206,0.112458
206.25,0.0449549
206.5,0.0668772
206.75,0.0746501
207,0.164355
207.25,0.0277929
207.5,0.0587762
207.75,0.0371212
208,0.0439255
208.25,0.111247
208.5,0.0282844
208.75,0.0615751
209,0.0324596
209.25,0.0374996
209.5,0.0605284
209.75,0.08025
210,0.0188821
210.25,0.141321
210.5,0.0345686
210.75,0.0581611
211,0.0473014
211.25,0.102724
211.5,0.0539809
211.75,0.0828399
212,0.0558477
212.25,0.023992
212.5,0.0266192
212.75,0.0314389
213,0.043769
213.25,0.0362891
213.5,0.0283759
213.75,0.0178534
214,0.020586
214.25,0.0759503
214.5,0.102894
214.75,0.111895
215,0.100082
215.25,0.0500032
215.5,0.0785
215.75,0.0628664
216,0.0471608
216.25,0.0272495
216.5,0.0400542
216.75,0.0827081
217,0.0741107
217.25,0.0700815
217.5,0.0663194
217.75,0.0763365
218,0.0523302
218.25,0.0375743
218.5,0.105186
218.75,0.106068
219,0.030356
219.25,0.0492638
219.5,0.0380203
219.75,0.102474
220,0.0446534
220.25,0.145215
220.5,0.212567
220.75,0.0818694
221,0.0671638
221.25,0.048046
221.5,0.0713825
221.75,0.0744772
222,0.0577876
222.25,0.074028
222.5,0.0187787
222.75,0.138229
223,0.0850712
223.25,0.0933094
223.5,0.154315
223.75,0.200412
224,0.037758
224.25,0.0128751
224.5,0.135208
224.75,0.350314
225,0.0447699
225.25,0.0634062
225.5,0.0950988
225.75,0.0748978
226,0.0344654
226.25,0.0438544
226.5,0.05634
226.75,0.0224648
227,0.0506349
227.25,0.0461737
227.5,0.104258
227.75,0.0275884
228,0.0214646
228.25,0.0219775
228.5,0.0464715
228.75,0.0565055
229,0.0247792
229.25,0.0522156
229.5,0.0685363
229.75,0.0415439
230,0.0314724
230.25,0.0504099
230.5,0.0234135
230.75,0.0760421
231,0.0609483
231.25,0.100281
231.5,0.0576124
231.75,0.00999511
232,0.0186875
232.25,0.0289309
232.5,0.0926611
232.75,0.0424218
233,0.0568013
233.25,0.0166968
233.5,0.0636682
233.75,0.0690955
234,0.156892
234.25,0.0417462
234.5,0.033521
234.75,0.0292199
235,0.133182
235.25,0.0785983
235.5,0.0229697
235.75,0.0277391
236,0.21224
236.25,0.14301
236.5,0.0181733
236.75,0.123736
237,0.0348567
237.25,0.0398395
237.5,0.0293968
237.75,0.057225
238,0.0484937
238.25,0.0460646
238.5,0.0703034
238.75,0.0145394
239,0.146408
239.25,0.0554558
239.5,0.0569732
239.75,0.0514681
240,0.0275824
240.25,0.0173657
240.5,0.0302438
240.75,0.0246916
241,0.032212
241.25,0.0598768
241.5,0.0295663
241.75,0.0807798
242,0.114462
242.25,0.0912629
242.5,0.0620178
242.75,0.0515141
243,0.228611
243.25,0.0501908
243.5,0.0663039
243.75,0.0812756
244,0.0376814
244.25,0.125395
244.5,0.0869909
244.75,0.0314023
245,0.0239004
245.25,0.215763
245.5,0.0170749
245.75,0.0231747
246,0.18261
246.25,0.0536734
246.5,0.00939715
246.75,0.0622235
247,0.0179995
247.25,0.0565689
247.5,0.045233
247.75,0.0843824
248,0.0207243
248.25,0.0216385
248.5,0.0298637
248.75,0.0138372
249,0.0122632
249.25,0.128124
249.5,0.0503283
249.75,0.0616571
250,0.0466685
250.25,0.0544089
250.5,0.0625585
250.75,0.0211704
251,0.0262748
251.25,0.0378478
251.5,0.0412297
251.75,0.0918851
252,0.0275581
252.25,0.0605485
252.5,0.0780296
252.75,0.0441543
253,0.0593812
253.25,0.0228002
253.5,0.063384
253.75,0.0167673
254,0.118102
254.25,0.0997151
254.5,0.0669803
254.75,0.0523396
255,0.091333
255.25,0.0352482
255.5,0.0397858
255.75,0.0600366
256,0.0455119
256.25,0.018588
256.5,0.0338362
256.75,0.0539181
257,0.0175135
257.25,0.0474941
257.5,0.0374287
257.75,0.0323264
258,0.0144504
258.25,0.0418886
258.5,0.0552255
258.75,0.107936
259,0.0205568
259.25,0.0282482
259.5,0.0593416
259.75,0.0315262
260,0.0204196
260.25,0.0449073
260.5,0.0388894
260.75,0.0429042
261,0.0751315
261.25,0.126488
261.5,0.0625985
261.75,0.0257621
262,0.046198
262.25,0.0651975
262.5,0.0409917
262.75,0.0524007
263,0.0325897
263.25,0.0602931
263.5,0.026054
263.75,0.0366942
264,0.0328565
264.25,0.040318
264.5,0.0631343
264.75,0.0250284
265,0.0585494
265.25,0.0283754
265.5,0.0168838
265.75,0.0129878
266,0.0300618
266.25,0.0261159
266.5,0.11833
266.75,0.103536
267,0.00591007
267.25,0.0469004
267.5,0.0247828
267.75,0.0134632
268,0.00982902
268.25,0.118973
268.5,0.0277375
268.75,0.0102186
269,0.0166092
269.25,0.0874729
269.5,0.139322
269.75,0.0984102
270,0.0172108
270.25,0.101738
270.5,0.0970027
270.75,0.0297564
271,0.155846
271.25,0.0360065
271.5,0.102077
271.75,0.0293317
272,0.0531
272.25,0.0350822
272.5,0.0208059
272.75,0.0401651
273,0.0222009
273.25,0.0261028
273.5,0.0555035
273.75,0.0188362
274,0.0458578
274.25,0.0275451
274.5,0.0427651
274.75,0.0512571
275,0.0622217
275.25,0.0131179
275.5,0.0659169
275.75,0.0486645
276,0.0955432
276.25,0.119915
276.5,0.0176452
276.75,0.0376934
277,0.0563904
277.25,0.0254265
277.5,0.0575159
277.75,0.0529568
278,0.0353352
278.25,0.0749194
278.5,0.0674466
278.75,0.0157666
279,0.0639538
279.25,0.0470268
279.5,0.0195181
279.75,0.0373936
280,0.00993406
280.25,0.00758806
280.5,0.0115625
280.75,0.0203068
281,0.0311645
281.25,0.0201135
281.5,0.0350879
281.75,0.0297406
282,0.0142669
282.25,0.0418103
282.5,0.0277294
282.75,0.211732
283,0.023702
283.25,0.0888711
283.5,0.134846
283.75,0.18132
284,0.0478256
284.25,0.0925874
284.5,0.0305231
284.75,0.008777
285,0.0341478
285.25,0.0237819
285.5,0.0653856
285.75,0.0127419
286,0.0276689
286.25,0.0153103
286.5,0.0604624
286.75,0.0437686
287,0.0199977
287.25,0.0250981
287.5,0.0293484
287.75,0.0122356
288,0.0410583
288.25,0.0363657
288.5,0.029806
288.75,0.107456
289,0.111024
289.25,0.247866
289.5,0.0636891
289.75,0.0231917
290,0.0425072
290.25,0.0315738
290.5,0.0364143
290.75,0.0794233
291,0.0441112
291.25,0.0555183
291.5,0.0809455
291.75,0.0750169
292,0.00983893
292.25,0.0856146
292.5,0.144597
292.75,0.107587
293,0.402287
293.25,0.0894992
293.5,0.0500393
293.75,0.0168565
294,0.0325297
294.25,0.0376744
294.5,0.0181995
294.75,0.0290529
295,0.0213477
295.25,0.0429048
295.5,0.0222701
295.75,0.0659967
296,0.0320445
296.25,0.120032
296.5,0.0860392
296.75,0.142162
297,0.0575583
297.25,0.0991254
297.5,0.0959624
297.75,0.00490593
298,0.0562399
298.25,0.0244047
298.5,0.0163176
298.75,0.0156749
299,0.0210125
299.25,0.00688248
299.5,0.0645966
299.75,0.0138004
300,0.101055
300.25,0.0578221
300.5,0.0665639
300.75,0.0737089
301,0.0484492
301.25,0.142647
301.5,0.0268727
301.75,0.0853306
302,0.0137418
302.25,0.105318
302.5,0.0214585
302.75,0.0707058
303,0.018665
303.25,0.0238707
303.5,0.00468834
303.75,0.0508112
304,0.0299394
304.25,0.0621557
304.5,0.0979729
304.75,0.021204
305,0.0142924
305.25,0.108332
305.5,0.0475065
305.75,0.0109242
306,0.0921733
306.25,0.0648525
306.5,0.0424983
306.75,0.0832949
307,0.0345419
307.25,0.0297516
307.5,0.038939
307.75,0.0395314
308,0.0361874
308.25,0.0392023
308.5,0.019479
308.75,0.104712
309,0.0755375
309.25,0.0409341
309.5,0.0364285
309.75,0.0174424
310,0.0187211
310.25,0.0574647
310.5,0.071103
310.75,0.0240267
311,0.0526116
311.25,0.0287851
311.5,0.0991744
311.75,0.0536618
312,0.0663468
312.25,0.0389592
312.5,0.0741321
312.75,0.0323558
313,0.101268
313.25,0.0269695
313.5,0.0678601
313.75,0.0838093
314,0.108439
314.25,0.0135091
314.5,0.0433076
314.75,0.0668789
315,0.0400641
315.25,0.0218455
315.5,0.0799622
315.75,0.0891623
316,0.071381
316.25,0.0988091
316.5,0.16951
316.75,0.0529623
317,0.0449684
317.25,0.0331099
317.5,0.0788746
317.75,0.0570014
318,0.0240686
318.25,0.057989
318.5,0.0989337
318.75,0.0668843
319,0.0660587
319.25,0.0251798
319.5,0.0838702
319.75,0.111714
320,0.0488537
320.25,0.0954258
320.5,0.0245246
320.75,0.0592126
321,0.08882
321.25,0.0809856
321.5,0.0925088
321.75,0.0459228
322,0.10625
322.25,0.0266666
322.5,0.0471042
322.75,0.0900916
323,0.0477153
323.25,0.0208156
323.5,0.0285329
323.75,0.33949
324,0.0832534
324.25,0.0577396
324.5,0.0423516
324.75,0.0760025
325,0.208965
325.25,0.123264
325.5,0.00740487
325.75,0.0202157
326,0.229882
326.25,0.0180737
326.5,0.0345835
326.75,0.0282536
327,0.0325688
327.25,0.0740793
327.5,0.0529333
327.75,0.0161086
328,0.227799
328.25,0.0158336
328.5,0.165008
328.75,0.0166811
329,0.0551635
329.25,0.0252781
329.5,0.0318679
329.75,0.0313847
330,0.0206854
330.25,0.042196
330.5,0.0350692
330.75,0.0330132
331,0.0603398
331.25,0.0386597
331.5,0.0673824
331.75,0.03472
332,0.0342543
332.25,0.0950834
332.5,0.229931
332.75,0.021916
333,0.0239669
333.25,0.0126669
333.5,0.0774277
333.75,0.0728592
334,0.0453299
334.25,0.103841
334.5,0.0449841
334.75,0.0627365
335,0.0270127
335.25,0.116579
335.5,0.0757484
335.75,0.217945
336,0.0721485
336.25,0.0861275
336.5,0.0178612
336.75,0.135565
337,0.0258474
337.25,0.0121181
337.5,0.200082
337.75,0.0117529
338,0.00683686
338.25,0.0334758
338.5,0.00843478
338.75,0.0495551
339,0.0245561
339.25,0.0340743
339.5,0.0207364
339.75,0.0314813
340,0.0102743
340.25,0.00181149
340.5,0.0204755
340.75,0.00464167
341,0.0210821
341.25,0.0490991
341.5,0.0450301
341.75,0.00489626
342,0.100563
342.25,0.188149
342.5,0.0491769
342.75,0.0423288
343,0.0190321
343.25,0.0126052
343.5,0.0120367
343.75,0.00853737
344,0.072242
344.25,0.00191694
344.5,0.0234718
344.75,0.138296
345,0.326327
345.25,0.120976
345.5,0.0986549
345.75,0.0134993
346,0.0112253
346.25,0.0219397
346.5,0.0160493
346.75,0.0251551
347,0.030953
347.25,0.0218402
347.5,0.0239204
347.75,0.239643
348,0.007549
348.25,0.011394
348.5,0.00254054
348.75,0.118158
349,0.0600316
349.25,0.0123811
349.5,0.316694
349.75,0.0131452
350,0.0161599
350.25,0.0209897
350.5,0.0213346
350.75,0.0621
351,0.0337037
351.25,0.0783054
351.5,0.0342137
351.75,0.0509268
352,0.186695
352.25,0.0522988
352.5,0.00749367
352.75,0.211113
353,0.00820319
353.25,0.0650424
353.5,0.0733528
353.75,0.0314816
354,0.0320365
354.25,0.0348946
354.5,0.00929818
354.75,0.0449622
355,0.0336861
355.25,0.0399139
355.5,0.0736668
355.75,0.0109619
356,0.0292899
356.25,0.142657
356.5,0.0941146
356.75,0.0294595
357,0.00321242
357.25,0.11543
357.5,0.0145552
357.75,0.0112993
358,0.034016
358.25,0.0900604
358.5,0.0118623
358.75,0.0127564
359,0.0354787
359.25,0.0149406
359.5,0.0583216
359.75,0.0606493
360,0.0246366
360.25,0.0538604
360.5,0.0243425
360.75,0.207279
361,0.0114663
361.25,0.024587
361.5,0.0820683
361.75,0.17936
362,0.0113664
362.25,0.0228286
362.5,0.0063707
362.75,0.00729202
363,0.0139888
363.25,0.0443544
363.5,0.0228864
363.75,0.0182269
364,0.0456742
364.25,0.134551
364.5,0.0486012
364.75,0.0855093
365,0.0586344
365.25,0.118457
365.5,0.00822955
365.75,0.0528724
366,0.0234643
366.25,0.0209985
366.5,0.0410686
366.75,0.0237318
367,0.125232
367.25,0.0164821
367.5,0.0431292
367.75,0.0278762
368,0.0444872
368.25,0.065041
368.5,0.0174484
368.75,0.0435421
369,0.011039
369.25,0.0188437
369.5,0.00782265
369.75,0.00756739
370,0.0176533
370.25,0.0407644
370.5,0.00214387
370.75,0.0565651
371,0.015197
371.25,0.0266056
371.5,0.0197332
371.75,0.0171129
372,0.0065948
372.25,0.0101436
372.5,0.0165527
372.75,0.00616584
373,0.182897
373.25,0.00362664
373.5,0.0172333
373.75,0.0271906
374,0.00572164
374.25,0.0159298
374.5,0.0137674
374.75,0.0110319
375,0.00195552
375.25,0.0153439
375.5,0.141067
375.75,0.00497235
376,0.0616898
376.25,0.0258812
376.5,0.0329644
376.75,0.0123632
377,0.00860848
