Time,quarantined_individuals,quarantined_infectious,quarantined_cases
0,0,0,0
0.25,0,0,0
0.5,0,0,0
0.75,0,0,0
1,0,0,0
1.25,0,0,0
1.5,0,0,0
1.75,0,0,0
2,0,0,0
2.25,0,0,0
2.5,0,0,0
2.75,0,0,0
3,0,0,0
3.25,0,0,0
3.5,0,0,0
3.75,0,0,0
4,0,0,0
4.25,0,0,0
4.5,0,0,0
4.75,0,0,0
5,0,0,0
5.25,0,0,0
5.5,0,0,0
5.75,0,0,0
6,0,0,0
6.25,0,0,0
6.5,0,0,0
6.75,0,0,0
7,0,0,0
7.25,0,0,0
7.5,0,0,0
7.75,0,0,0
8,0,0,0
8.25,0,0,0
8.5,0,0,0
8.75,0,0,0
9,0,0,0
9.25,0,0,0
9.5,0,0,0
9.75,0,0,0
10,0,0,0
10.25,0,0,0
10.5,0,0,0
10.75,0,0,0
11,0,0,0
11.25,0,0,0
11.5,0,0,0
11.75,0,0,0
12,0,0,0
12.25,0,0,0
12.5,0,0,0
12.75,0,0,0
13,0,0,0
13.25,0,0,0
13.5,0,0,0
13.75,0,0,0
14,0,0,0
14.25,0,0,0
14.5,0,0,0
14.75,0,0,0
15,0,0,0
15.25,0,0,0
15.5,0,0,0
15.75,0,0,0
16,0,0,0
16.25,0,0,0
16.5,0,0,0
16.75,0,0,0
17,0,0,0
17.25,0,0,0
17.5,0,0,0
17.75,0,0,0
18,0,0,0
18.25,0,0,0
18.5,0,0,0
18.75,0,0,0
19,0,0,0
19.25,0,0,0
19.5,0,0,0
19.75,0,0,0
20,0,0,0
20.25,0,0,0
20.5,0,0,0
20.75,0,0,0
21,0,0,0
21.25,0,0,0
21.5,0,0,0
21.75,0,0,0
22,0,0,0
22.25,0,0,0
22.5,0,0,0
22.75,0,0,0
23,0,0,0
23.25,0,0,0
23.5,0,0,0
23.75,0,0,0
24,0,0,0
24.25,0,0,0
24.5,0,0,0
24.75,0,0,0
25,0,0,0
25.25,0,0,0
25.5,0,0,0
25.75,0,0,0
26,0,0,0
26.25,0,0,0
26.5,0,0,0
26.75,0,0,0
27,0,0,0
27.25,0,0,0
27.5,0,0,0
27.75,0,0,0
28,0,0,0
28.25,0,0,0
28.5,0,0,0
28.75,0,0,0
29,0,0,0
29.25,0,0,0
29.5,0,0,0
29.75,0,0,0
30,0,0,0
30.25,0,0,0
30.5,0,0,0
30.75,0,0,0
31,0,0,0
31.25,0,0,0
31.5,0,0,0
31.75,0,0,0
32,0,0,0
32.25,0,0,0
32.5,0,0,0
32.75,0,0,0
33,0,0,0
33.25,0,0,0
33.5,0,0,0
33.75,0,0,0
34,0,0,0
34.25,0,0,0
34.5,0,0,0
34.75,0,0,0
35,0,0,0
35.25,0,0,0
35.5,0,0,0
35.75,0,0,0
36,0,0,0
36.25,0,0,0
36.5,0,0,0
36.75,0,0,0
37,0,0,0
37.25,0,0,0
37.5,0,0,0
37.75,0,0,0
38,0,0,0
38.25,0,0,0
38.5,0,0,0
38.75,0,0,0
39,0,0,0
39.25,0,0,0
39.5,0,0,0
39.75,0,0,0
40,0,0,0
40.25,0,0,0
40.5,0,0,0
40.75,0,0,0
41,0,0,0
41.25,0,0,0
41.5,0,0,0
41.75,0,0,0
42,0,0,0
42.25,0,0,0
42.5,0,0,0
42.75,0,0,0
43,0,0,0
43.25,0,0,0
43.5,0,0,0
43.75,0,0,0
44,0,0,0
44.25,0,0,0
44.5,0,0,0
44.75,0,0,0
45,0,0,0
45.25,0,0,0
45.5,0,0,0
45.75,0,0,0
46,0,0,0
46.25,0,0,0
46.5,0,0,0
46.75,0,0,0
47,0,0,0
47.25,0,0,0
47.5,0,0,0
47.75,0,0,0
48,0,0,0
48.25,0,0,0
48.5,0,0,0
48.75,0,0,0
49,0,0,0
49.25,0,0,0
49.5,0,0,0
49.75,0,0,0
50,0,0,0
50.25,0,0,0
50.5,0,0,0
50.75,0,0,0
51,0,0,0
51.25,0,0,0
51.5,0,0,0
51.75,0,0,0
52,0,0,0
52.25,0,0,0
52.5,0,0,0
52.75,0,0,0
53,0,0,0
53.25,0,0,0
53.5,0,0,0
53.75,0,0,0
54,0,0,0
54.25,0,0,0
54.5,0,0,0
54.75,0,0,0
55,0,0,0
55.25,0,0,0
55.5,0,0,0
55.75,0,0,0
56,0,0,0
56.25,0,0,0
56.5,0,0,0
56.75,0,0,0
57,0,0,0
57.25,0,0,0
57.5,0,0,0
57.75,0,0,0
58,0,0,0
58.25,0,0,0
58.5,0,0,0
58.75,0,0,0
59,0,0,0
59.25,0,0,0
59.5,0,0,0
59.75,0,0,0
60,0,0,0
60.25,0,0,0
60.5,0,0,0
60.75,0,0,0
61,0,0,0
61.25,0,0,0
61.5,0,0,0
61.75,0,0,0
62,0,0,0
62.25,0,0,0
62.5,0,0,0
62.75,0,0,0
63,0,0,0
63.25,0,0,0
63.5,0,0,0
63.75,0,0,0
64,0,0,0
64.25,0,0,0
64.5,0,0,0
64.75,0,0,0
65,0,0,0
65.25,0,0,0
65.5,0,0,0
65.75,0,0,0
66,0,0,0
66.25,0,0,0
66.5,0,0,0
66.75,0,0,0
67,0,0,0
67.25,0,0,0
67.5,0,0,0
67.75,0,0,0
68,0,0,0
68.25,0,0,0
68.5,0,0,0
68.75,0,0,0
69,0,0,0
69.25,0,0,0
69.5,0,0,0
69.75,0,0,0
70,1058,513,0
70.25,1115,532,0
70.5,1162,551,0
70.75,1219,567,0
71,1277,587,0
71.25,1334,600,0
71.5,1379,608,0
71.75,1432,627,0
72,1479,645,0
72.25,1542,653,0
72.5,1597,677,0
72.75,1653,693,0
73,1706,712,0
73.25,1766,730,0
73.5,1802,733,0
73.75,1857,751,0
74,1916,767,0
74.25,1974,780,0
74.5,2031,792,0
74.75,2075,792,0
75,2123,798,0
75.25,2168,812,0
75.5,2214,810,0
75.75,2261,808,0
76,2318,801,0
76.25,2373,813,0
76.5,2432,822,0
76.75,2479,827,0
77,2523,817,0
77.25,2561,806,0
77.5,2617,819,0
77.75,2665,819,0
78,2704,835,0
78.25,2748,833,0
78.5,2790,826,0
78.75,2838,832,0
79,2881,835,0
79.25,2930,841,0
79.5,2973,839,0
79.75,3018,820,0
80,3057,823,0
80.25,3097,820,0
80.5,3142,822,0
80.75,3187,825,0
81,3236,830,0
81.25,3286,835,0
81.5,3326,832,0
81.75,3364,839,0
82,3407,836,0
82.25,3456,839,0
82.5,3503,845,0
82.75,3540,837,0
83,3591,824,0
83.25,3633,812,0
83.5,3673,808,0
83.75,3713,805,0
84,3747,803,0
84.25,3787,797,0
84.5,3836,801,0
84.75,3875,797,0
85,3910,784,0
85.25,3956,786,0
85.5,3989,775,0
85.75,4034,775,0
86,4076,769,0
86.25,4119,776,0
86.5,4160,778,0
86.75,4199,776,0
87,4238,779,0
87.25,4277,775,0
87.5,4321,781,0
87.75,4352,763,0
88,4394,767,0
88.25,4432,764,0
88.5,4478,767,0
88.75,4513,771,0
89,4562,775,0
89.25,4605,774,0
89.5,4649,764,0
89.75,4695,757,0
90,4737,770,0
90.25,4787,776,0
90.5,4827,767,0
90.75,4866,752,0
91,4904,735,0
91.25,4945,739,0
91.5,4977,735,0
91.75,5021,740,0
92,5058,734,0
92.25,5100,729,0
92.5,5145,737,0
92.75,5169,721,0
93,5199,718,0
93.25,5239,724,0
93.5,5283,737,0
93.75,5322,743,0
94,5358,737,0
94.25,5391,737,0
94.5,5427,730,0
94.75,5467,731,0
95,5511,743,0
95.25,5553,742,0
95.5,5601,743,0
95.75,5642,741,0
96,5690,749,0
96.25,5727,743,0
96.5,5773,756,0
96.75,5820,747,0
97,5861,754,0
97.25,5912,776,0
97.5,5944,774,0
97.75,5983,773,0
98,6014,758,0
98.25,6053,750,0
98.5,6096,746,0
98.75,6138,732,0
99,6187,736,0
99.25,6233,753,0
99.5,6280,754,0
99.75,6316,748,0
100,6363,749,0
100.25,6407,745,0
100.5,6438,731,0
100.75,6477,729,0
101,6524,741,0
101.25,6567,742,0
101.5,6599,739,0
101.75,6640,743,0
102,6692,760,0
102.25,6741,768,0
102.5,6787,773,0
102.75,6828,778,0
103,6867,781,0
103.25,6920,789,0
103.5,6959,794,0
103.75,6995,790,0
104,7032,782,0
104.25,7061,772,0
104.5,7101,765,0
104.75,7146,771,0
105,7191,775,0
105.25,7230,768,0
105.5,7273,771,0
105.75,7313,772,0
106,7354,768,0
106.25,7404,779,0
106.5,7445,780,0
106.75,7477,781,0
107,7523,767,0
107.25,7570,763,0
107.5,7611,766,0
107.75,7649,755,0
108,7690,758,0
108.25,7744,767,0
108.5,7785,759,0
108.75,7832,766,0
109,7876,775,0
109.25,7922,768,0
109.5,7956,758,0
109.75,8003,754,0
110,8041,751,0
110.25,8085,750,0
110.5,8128,741,0
110.75,8174,744,0
111,8213,747,0
111.25,8250,749,0
111.5,8294,751,0
111.75,8340,756,0
112,8375,744,0
112.25,8415,747,0
112.5,8462,756,0
112.75,8486,737,0
113,8535,742,0
113.25,8567,732,0
113.5,8613,743,0
113.75,8653,736,0
114,8700,742,0
114.25,8747,753,0
114.5,8785,752,0
114.75,8817,734,0
115,8858,727,0
115.25,8896,719,0
115.5,8945,727,0
115.75,8987,738,0
116,9025,744,0
116.25,9074,747,0
116.5,9112,742,0
116.75,9143,729,0
117,9196,737,0
117.25,9229,730,0
117.5,9260,725,0
117.75,9301,721,0
118,9347,730,0
118.25,9398,738,0
118.5,9437,729,0
118.75,9481,728,0
119,9521,727,0
119.25,9561,729,0
119.5,9598,722,0
119.75,9640,727,0
120,9682,716,0
120.25,9715,716,0
120.5,9762,720,0
120.75,9808,728,0
121,9854,731,0
121.25,9889,725,0
121.5,9937,729,0
121.75,9979,724,0
122,10021,736,0
122.25,10061,734,0
122.5,10097,732,0
122.75,10141,745,0
123,10183,756,0
123.25,10240,771,0
123.5,10281,770,0
123.75,10340,784,0
124,10389,798,0
124.25,10425,794,0
124.5,10460,801,0
124.75,10504,808,0
125,10551,798,0
125.25,10586,791,0
125.5,10633,785,0
125.75,10672,775,0
126,10710,783,0
126.25,10758,793,0
126.5,10809,796,0
126.75,10860,791,0
127,10911,805,0
127.25,10946,797,0
127.5,10994,808,0
127.75,11037,815,0
128,11081,803,0
128.25,11124,802,0
128.5,11155,810,0
128.75,11196,802,0
129,11239,800,0
129.25,11277,785,0
129.5,11328,794,0
129.75,11370,793,0
130,11417,804,0
130.25,11465,806,0
130.5,11510,805,0
130.75,11562,811,0
131,11603,811,0
131.25,11640,808,0
131.5,11676,797,0
131.75,11719,789,0
132,11770,789,0
132.25,11826,795,0
132.5,11876,800,0
132.75,11921,791,0
133,11968,795,0
133.25,12004,794,0
133.5,12050,789,0
133.75,12089,778,0
134,12137,781,0
134.25,12198,800,0
134.5,12241,799,0
134.75,12292,809,0
135,12322,779,0
135.25,12361,783,0
135.5,12406,789,0
135.75,12449,798,0
136,12491,797,0
136.25,12533,800,0
136.5,12587,796,0
136.75,12629,800,0
137,12677,800,0
137.25,12718,789,0
137.5,12760,787,0
137.75,12805,775,0
138,12851,784,0
138.25,12888,770,0
138.5,12930,769,0
138.75,12975,777,0
139,13027,798,0
139.25,13071,802,0
139.5,13116,812,0
139.75,13166,827,0
140,13216,824,0
140.25,13262,830,0
140.5,13303,820,0
140.75,13337,813,0
141,13388,814,0
141.25,13426,813,0
141.5,13460,791,0
141.75,13504,790,0
142,13550,776,0
142.25,13589,781,0
142.5,13637,789,0
142.75,13689,806,0
143,13732,808,0
143.25,13776,821,0
143.5,13822,829,0
143.75,13860,830,0
144,13922,843,0
144.25,13962,837,0
144.5,13999,838,0
144.75,14039,826,0
145,14080,825,0
145.25,14112,817,0
145.5,14159,822,0
145.75,14200,825,0
146,14246,836,0
146.25,14294,832,0
146.5,14337,829,0
146.75,14373,819,0
147,14429,820,0
147.25,14476,811,0
147.5,14524,818,0
147.75,14580,834,0
148,14620,823,0
148.25,14663,820,0
148.5,14708,820,0
148.75,14752,822,0
149,14798,822,0
149.25,14849,829,0
149.5,14892,830,0
149.75,14941,826,0
150,14997,835,0
150.25,15034,831,0
150.5,15087,844,0
150.75,15138,855,0
151,15171,853,0
151.25,15220,858,0
151.5,15268,860,0
151.75,15311,847,0
152,15360,862,0
152.25,15393,859,0
152.5,15440,859,0
152.75,15478,846,0
153,15517,841,0
153.25,15559,830,0
153.5,15609,837,0
153.75,15656,835,0
154,15699,826,0
154.25,15748,827,0
154.5,15784,819,0
154.75,15830,832,0
155,15870,831,0
155.25,15929,836,0
155.5,15975,841,0
155.75,16013,832,0
156,16049,830,0
156.25,16097,833,0
156.5,16145,843,0
156.75,16189,846,0
157,16238,855,0
157.25,16280,848,0
157.5,16340,859,0
157.75,16401,868,0
158,16453,866,0
158.25,16502,863,0
158.5,16542,859,0
158.75,16593,852,0
159,16644,856,0
159.25,16696,874,0
159.5,16742,868,0
159.75,16799,869,0
160,16853,880,0
160.25,16905,885,0
160.5,16949,880,0
160.75,16990,870,0
161,17036,872,0
161.25,17082,878,0
161.5,17127,881,0
161.75,17180,883,0
162,17231,889,0
162.25,17280,883,0
162.5,17348,897,0
162.75,17393,897,0
163,17443,896,0
163.25,17481,889,0
163.5,17524,895,0
163.75,17566,897,0
164,17609,886,0
164.25,17657,889,0
164.5,17698,880,0
164.75,17743,877,0
165,17798,883,0
165.25,17837,876,0
165.5,17886,872,0
165.75,17932,869,0
166,17977,865,0
166.25,18025,859,0
166.5,18067,869,0
166.75,18110,874,0
167,18173,880,0
167.25,18215,876,0
167.5,18258,871,0
167.75,18312,871,0
168,18347,868,0
168.25,18396,866,0
168.5,18430,852,0
168.75,18469,841,0
169,18508,840,0
169.25,18549,839,0
169.5,18576,821,0
169.75,18616,812,0
170,18665,823,0
170.25,18711,835,0
170.5,18746,819,0
170.75,18783,801,0
171,18822,798,0
171.25,18869,801,0
171.5,18917,817,0
171.75,18946,806,0
172,18989,801,0
172.25,19023,797,0
172.5,19060,794,0
172.75,19107,807,0
173,19153,811,0
173.25,19203,812,0
173.5,19246,816,0
173.75,19304,825,0
174,19349,812,0
174.25,19390,819,0
174.5,19437,818,0
174.75,19469,813,0
175,19510,813,0
175.25,19555,811,0
175.5,19604,812,0
175.75,19644,811,0
176,19677,800,0
176.25,19727,807,0
176.5,19767,803,0
176.75,19809,809,0
177,19844,806,0
177.25,19899,801,0
177.5,19944,802,0
177.75,19978,793,0
178,20012,791,0
178.25,20042,768,0
178.5,20092,773,0
178.75,20148,790,0
179,20181,785,0
179.25,20230,800,0
179.5,20263,791,0
179.75,20298,780,0
180,20337,779,0
180.25,20400,792,0
180.5,20442,784,0
180.75,20477,777,0
181,20520,788,0
181.25,20575,800,0
181.5,20616,799,0
181.75,20664,811,0
182,20714,813,0
182.25,20755,801,0
182.5,20793,803,0
182.75,20837,801,0
183,20881,797,0
183.25,20936,797,0
183.5,20983,797,0
183.75,21039,818,0
184,21074,822,0
184.25,21128,826,0
184.5,21174,818,0
184.75,21230,827,0
185,21269,816,0
185.25,21313,815,0
185.5,21361,820,0
185.75,21407,824,0
186,21456,819,0
186.25,21511,828,0
186.5,21581,853,0
186.75,21636,857,0
187,21685,852,0
187.25,21727,856,0
187.5,21790,862,0
187.75,21838,869,0
188,21883,873,0
188.25,21928,874,0
188.5,21975,867,0
188.75,22032,871,0
189,22082,853,0
189.25,22133,866,0
189.5,22188,873,0
189.75,22229,866,0
190,22279,871,0
190.25,22325,862,0
190.5,22376,853,0
190.75,22429,865,0
191,22468,866,0
191.25,22509,862,0
191.5,22555,853,0
191.75,22592,849,0
192,22649,866,0
192.25,22704,877,0
192.5,22745,886,0
192.75,22794,876,0
193,22843,876,0
193.25,22898,883,0
193.5,22951,870,0
193.75,23012,877,0
194,23059,867,0
194.25,23102,866,0
194.5,23151,880,0
194.75,23205,884,0
195,23267,893,0
195.25,23313,890,0
195.5,23361,887,0
