Time,cumulative_mean_fraction_lambda_W
61.75,0.540391
62,0.539796
62.25,0.54055
62.5,0.541812
62.75,0.542252
63,0.543384
63.25,0.543691
63.5,0.54315
63.75,0.543858
64,0.544003
64.25,0.545177
64.5,0.545161
64.75,0.545625
65,0.547176
65.25,0.547804
65.5,0.546883
65.75,0.547409
66,0.546396
66.25,0.545605
66.5,0.545652
66.75,0.547031
67,0.54979
67.25,0.550916
67.5,0.551916
67.75,0.553207
68,0.554554
68.25,0.554344
68.5,0.554677
68.75,0.555224
69,0.556299
69.25,0.557272
69.5,0.557951
69.75,0.558034
70,0.558186
70.25,0.556366
70.5,0.553593
70.75,0.549983
71,0.547305
71.25,0.544054
71.5,0.540466
71.75,0.537289
72,0.533462
72.25,0.530847
72.5,0.527913
72.75,0.524419
73,0.52164
73.25,0.518781
73.5,0.516063
73.75,0.513363
74,0.51046
74.25,0.508289
74.5,0.506464
74.75,0.504737
75,0.502674
75.25,0.500361
75.5,0.4988
75.75,0.496609
76,0.494904
76.25,0.493043
76.5,0.491662
76.75,0.489718
77,0.488474
77.25,0.487509
77.5,0.486273
77.75,0.485667
78,0.484894
78.25,0.483842
78.5,0.482726
78.75,0.481795
79,0.481528
79.25,0.480492
79.5,0.479685
79.75,0.479143
80,0.478945
80.25,0.478311
80.5,0.477674
80.75,0.476979
81,0.476652
81.25,0.476432
81.5,0.476073
81.75,0.47571
82,0.47451
82.25,0.473726
82.5,0.473058
82.75,0.472598
83,0.472093
83.25,0.471696
83.5,0.471198
83.75,0.470751
84,0.470717
84.25,0.470496
84.5,0.470252
84.75,0.470014
85,0.469563
85.25,0.469197
85.5,0.469211
85.75,0.468809
86,0.468615
86.25,0.468221
86.5,0.468069
86.75,0.467676
87,0.467702
87.25,0.467651
87.5,0.467663
87.75,0.467418
88,0.46718
88.25,0.466938
88.5,0.466743
88.75,0.466557
89,0.466306
89.25,0.466125
89.5,0.465982
89.75,0.465996
90,0.465796
90.25,0.465568
90.5,0.46559
90.75,0.465142
91,0.46505
91.25,0.464957
91.5,0.464716
91.75,0.464666
92,0.464624
92.25,0.464482
92.5,0.464334
92.75,0.464193
93,0.464258
93.25,0.464115
93.5,0.463868
93.75,0.463622
94,0.463588
94.25,0.46344
94.5,0.463292
94.75,0.463244
95,0.462999
95.25,0.463057
95.5,0.462811
95.75,0.462721
96,0.462729
96.25,0.462533
96.5,0.462485
96.75,0.462338
97,0.462305
97.25,0.462207
97.5,0.462114
97.75,0.462114
98,0.462071
98.25,0.46203
98.5,0.462094
98.75,0.462045
99,0.461996
99.25,0.461996
99.5,0.46185
99.75,0.461801
100,0.461655
100.25,0.461606
100.5,0.461509
100.75,0.46146
101,0.461412
101.25,0.461314
101.5,0.461169
101.75,0.46112
102,0.460829
102.25,0.460643
102.5,0.460554
102.75,0.460511
103,0.460414
103.25,0.460414
103.5,0.460366
103.75,0.460318
104,0.460221
104.25,0.460172
104.5,0.460181
104.75,0.460181
105,0.460132
105.25,0.460084
105.5,0.459987
105.75,0.459939
106,0.459939
106.25,0.459939
106.5,0.459939
106.75,0.459843
107,0.459843
107.25,0.459843
107.5,0.459794
107.75,0.459746
108,0.459601
108.25,0.459601
108.5,0.459553
108.75,0.459553
109,0.459553
109.25,0.459553
109.5,0.459553
109.75,0.459553
110,0.459553
110.25,0.459553
110.5,0.459553
110.75,0.459505
111,0.459457
111.25,0.459457
111.5,0.459513
111.75,0.459513
112,0.459513
112.25,0.459627
112.5,0.459635
112.75,0.459635
113,0.459635
113.25,0.459587
113.5,0.459442
113.75,0.459442
114,0.459394
114.25,0.459394
114.5,0.45925
114.75,0.459307
115,0.459307
115.25,0.459307
115.5,0.459307
115.75,0.459307
116,0.459307
116.25,0.459307
116.5,0.459307
116.75,0.459363
117,0.459363
117.25,0.459315
117.5,0.459315
117.75,0.459267
118,0.459267
118.25,0.459267
118.5,0.459267
118.75,0.459267
119,0.459324
119.25,0.45938
119.5,0.45938
119.75,0.45938
120,0.45938
120.25,0.45938
120.5,0.45938
120.75,0.459437
121,0.459437
121.25,0.459437
121.5,0.459437
121.75,0.459437
122,0.459389
122.25,0.459389
122.5,0.459389
122.75,0.45934
123,0.45934
123.25,0.459292
123.5,0.459196
123.75,0.459196
124,0.459196
124.25,0.459196
124.5,0.459196
124.75,0.459148
125,0.459148
125.25,0.459148
125.5,0.459148
125.75,0.459148
126,0.459148
126.25,0.459148
126.5,0.459148
126.75,0.459148
127,0.459148
127.25,0.459148
127.5,0.459148
127.75,0.459148
128,0.459148
128.25,0.459148
128.5,0.459148
128.75,0.459148
129,0.459148
129.25,0.459148
129.5,0.4591
129.75,0.4591
130,0.4591
130.25,0.459052
130.5,0.459052
130.75,0.459052
131,0.459052
131.25,0.459052
131.5,0.459052
131.75,0.459052
132,0.459052
132.25,0.459052
132.5,0.459052
132.75,0.459052
133,0.459052
133.25,0.459052
133.5,0.459052
133.75,0.459052
134,0.459052
134.25,0.459052
134.5,0.459052
134.75,0.459052
135,0.459052
135.25,0.459052
135.5,0.459052
135.75,0.459052
136,0.459052
136.25,0.459052
136.5,0.459052
136.75,0.459052
137,0.459052
137.25,0.459052
137.5,0.459052
137.75,0.459052
138,0.459052
138.25,0.459052
138.5,0.459052
138.75,0.459052
139,0.459052
139.25,0.459052
139.5,0.459052
139.75,0.459052
140,0.459052
140.25,0.459052
140.5,0.459052
140.75,0.459052
141,0.459052
141.25,0.459052
141.5,0.459052
141.75,0.459052
142,0.459052
142.25,0.459052
142.5,0.459052
142.75,0.459052
143,0.459052
143.25,0.459052
143.5,0.459052
143.75,0.459052
144,0.459052
144.25,0.459052
144.5,0.459052
144.75,0.459052
145,0.459052
145.25,0.459052
145.5,0.459052
145.75,0.459052
146,0.459052
146.25,0.459052
146.5,0.459052
146.75,0.459052
147,0.459052
147.25,0.459052
147.5,0.459052
147.75,0.459052
148,0.459052
148.25,0.459052
148.5,0.459052
148.75,0.459052
149,0.459052
149.25,0.459052
149.5,0.459052
149.75,0.459052
150,0.459052
150.25,0.459052
150.5,0.459052
150.75,0.459052
151,0.459052
151.25,0.459052
151.5,0.459052
151.75,0.459052
152,0.459052
152.25,0.459052
152.5,0.459052
152.75,0.459052
153,0.459052
153.25,0.459052
153.5,0.459052
153.75,0.459052
154,0.459052
154.25,0.459052
154.5,0.459052
154.75,0.459052
155,0.459052
155.25,0.459052
155.5,0.459052
155.75,0.459052
156,0.459052
156.25,0.459052
156.5,0.459052
156.75,0.459052
157,0.459052
157.25,0.459052
157.5,0.459052
157.75,0.459052
158,0.459052
158.25,0.459052
158.5,0.459052
158.75,0.459052
159,0.459052
159.25,0.459052
159.5,0.459052
159.75,0.459052
160,0.459052
160.25,0.459052
160.5,0.459052
160.75,0.459052
161,0.459052
161.25,0.459052
161.5,0.459052
161.75,0.459052
162,0.459052
162.25,0.459052
162.5,0.459052
162.75,0.459052
163,0.459052
163.25,0.459052
163.5,0.459052
163.75,0.459052
164,0.459052
164.25,0.459052
164.5,0.459052
164.75,0.459052
165,0.459052
165.25,0.459052
165.5,0.459052
165.75,0.459052
166,0.459052
166.25,0.459052
166.5,0.459052
166.75,0.459052
167,0.459052
167.25,0.459052
167.5,0.459052
167.75,0.459052
168,0.459052
168.25,0.459052
168.5,0.459052
168.75,0.459052
169,0.459052
169.25,0.459052
169.5,0.459052
169.75,0.459052
170,0.459052
170.25,0.459052
170.5,0.459052
170.75,0.459052
171,0.459052
171.25,0.459052
171.5,0.459052
171.75,0.459052
172,0.459052
172.25,0.459052
172.5,0.459052
172.75,0.459052
173,0.459052
173.25,0.459052
173.5,0.459052
173.75,0.459052
174,0.459052
174.25,0.459052
174.5,0.459052
174.75,0.459052
175,0.459052
175.25,0.459052
175.5,0.459052
175.75,0.459052
176,0.459052
176.25,0.459052
176.5,0.459052
176.75,0.459052
177,0.459052
177.25,0.459052
177.5,0.459052
177.75,0.459052
178,0.459052
178.25,0.459052
178.5,0.459052
178.75,0.459052
179,0.459052
179.25,0.459052
179.5,0.459052
179.75,0.459052
180,0.459052
180.25,0.459052
180.5,0.459052
180.75,0.459052
181,0.459052
181.25,0.459052
181.5,0.459052
181.75,0.459052
182,0.459052
182.25,0.459052
182.5,0.459052
182.75,0.459052
183,0.459052
183.25,0.459052
183.5,0.459052
183.75,0.459052
184,0.459052
184.25,0.459052
184.5,0.459052
184.75,0.459052
185,0.459052
185.25,0.459052
185.5,0.459052
185.75,0.459052
186,0.459052
186.25,0.459052
186.5,0.459052
186.75,0.459052
187,0.459052
187.25,0.459052
187.5,0.459052
187.75,0.459052
188,0.459052
188.25,0.459052
188.5,0.459052
188.75,0.459052
189,0.459052
189.25,0.459052
189.5,0.459052
189.75,0.459052
190,0.459052
190.25,0.459052
190.5,0.459052
190.75,0.459052
191,0.459052
191.25,0.459052
191.5,0.459052
191.75,0.459052
192,0.459052
192.25,0.459052
192.5,0.459052
192.75,0.459052
193,0.459052
193.25,0.459052
193.5,0.459052
193.75,0.459052
194,0.459052
194.25,0.459052
194.5,0.459052
194.75,0.459052
195,0.459052
195.25,0.459052
195.5,0.459052
195.75,0.459052
196,0.459052
196.25,0.459052
196.5,0.459052
196.75,0.459052
197,0.459052
197.25,0.459052
197.5,0.459052
197.75,0.459052
198,0.459052
198.25,0.459052
198.5,0.459052
198.75,0.459052
199,0.459052
199.25,0.459052
199.5,0.459052
199.75,0.459052
200,0.459052
200.25,0.459052
200.5,0.459052
200.75,0.459052
201,0.459052
201.25,0.459052
201.5,0.459052
201.75,0.459052
202,0.459052
202.25,0.459052
202.5,0.459052
202.75,0.459052
203,0.459052
203.25,0.459052
203.5,0.459052
203.75,0.459052
204,0.459052
204.25,0.459052
204.5,0.459052
204.75,0.459052
205,0.459052
205.25,0.459052
205.5,0.459052
205.75,0.459052
206,0.459052
206.25,0.459052
206.5,0.459052
206.75,0.459052
207,0.459052
207.25,0.459052
207.5,0.459052
207.75,0.459052
208,0.459052
208.25,0.459052
208.5,0.459052
208.75,0.459052
209,0.459052
209.25,0.459052
209.5,0.459052
209.75,0.459052
210,0.459052
210.25,0.459052
210.5,0.459052
210.75,0.459052
211,0.459052
211.25,0.459052
211.5,0.459052
211.75,0.459052
212,0.459052
212.25,0.459052
212.5,0.459052
212.75,0.459052
213,0.459052
213.25,0.459052
213.5,0.459052
213.75,0.459052
214,0.459052
214.25,0.459052
214.5,0.459052
214.75,0.459052
215,0.459052
215.25,0.459052
215.5,0.459052
215.75,0.459052
216,0.459052
216.25,0.459052
216.5,0.459052
216.75,0.459052
217,0.459052
217.25,0.459052
217.5,0.459052
217.75,0.459052
218,0.459052
218.25,0.459052
218.5,0.459052
218.75,0.459052
219,0.459052
219.25,0.459052
219.5,0.459052
219.75,0.459052
220,0.459052
220.25,0.459052
220.5,0.459052
220.75,0.459052
221,0.459052
221.25,0.459052
221.5,0.459052
221.75,0.459052
222,0.459052
222.25,0.459052
222.5,0.459052
222.75,0.459052
223,0.459052
223.25,0.459052
223.5,0.459052
223.75,0.459052
224,0.459052
224.25,0.459052
224.5,0.459052
224.75,0.459052
225,0.459052
225.25,0.459052
225.5,0.459052
225.75,0.459052
226,0.459052
226.25,0.459052
226.5,0.459052
226.75,0.459052
227,0.459052
227.25,0.459052
227.5,0.459052
227.75,0.459052
228,0.459052
228.25,0.459052
228.5,0.459052
228.75,0.459052
229,0.459052
229.25,0.459052
229.5,0.459052
229.75,0.459052
230,0.459052
230.25,0.459052
230.5,0.459052
230.75,0.459052
231,0.459052
231.25,0.459052
231.5,0.459052
231.75,0.459052
232,0.459052
232.25,0.459052
232.5,0.459052
232.75,0.459052
233,0.459052
233.25,0.459052
233.5,0.459052
233.75,0.459052
234,0.459052
234.25,0.459052
234.5,0.459052
234.75,0.459052
235,0.459052
235.25,0.459052
235.5,0.459052
235.75,0.459052
236,0.459052
236.25,0.459052
236.5,0.459052
236.75,0.459052
237,0.459052
237.25,0.459052
237.5,0.459052
237.75,0.459052
238,0.459052
238.25,0.459052
238.5,0.459052
238.75,0.459052
239,0.459052
239.25,0.459052
239.5,0.459052
239.75,0.459052
240,0.459052
240.25,0.459052
240.5,0.459052
240.75,0.459052
241,0.459052
241.25,0.459052
241.5,0.459052
241.75,0.459052
242,0.459052
242.25,0.459052
242.5,0.459052
242.75,0.459052
243,0.459052
243.25,0.459052
243.5,0.459052
243.75,0.459052
244,0.459052
244.25,0.459052
244.5,0.459052
244.75,0.459052
245,0.459052
245.25,0.459052
245.5,0.459052
245.75,0.459052
246,0.459052
246.25,0.459052
246.5,0.459052
246.75,0.459052
247,0.459052
247.25,0.459052
247.5,0.459052
247.75,0.459052
248,0.459052
248.25,0.459052
248.5,0.459052
248.75,0.459052
249,0.459052
249.25,0.459052
249.5,0.459052
249.75,0.459052
250,0.459052
250.25,0.459052
250.5,0.459052
250.75,0.459052
251,0.459052
251.25,0.459052
251.5,0.459052
251.75,0.459052
252,0.459052
252.25,0.459052
252.5,0.459052
252.75,0.459052
253,0.459052
253.25,0.459052
253.5,0.459052
253.75,0.459052
254,0.459052
254.25,0.459052
254.5,0.459052
254.75,0.459052
255,0.459052
255.25,0.459052
255.5,0.459052
255.75,0.459052
256,0.459052
256.25,0.459052
256.5,0.459052
256.75,0.459052
257,0.459052
257.25,0.459052
257.5,0.459052
257.75,0.459052
258,0.459052
258.25,0.459052
258.5,0.459052
258.75,0.459052
259,0.459052
259.25,0.459052
259.5,0.459052
259.75,0.459052
260,0.459052
260.25,0.459052
260.5,0.459052
260.75,0.459052
261,0.459052
261.25,0.459052
261.5,0.459052
261.75,0.459052
262,0.459052
262.25,0.459052
262.5,0.459052
262.75,0.459052
263,0.459052
263.25,0.459052
263.5,0.459052
263.75,0.459052
264,0.459052
264.25,0.459052
264.5,0.459052
264.75,0.459052
265,0.459052
265.25,0.459052
265.5,0.459052
265.75,0.459052
266,0.459052
266.25,0.459052
266.5,0.459052
266.75,0.459052
267,0.459052
267.25,0.459052
267.5,0.459052
267.75,0.459052
268,0.459052
268.25,0.459052
268.5,0.459052
268.75,0.459052
269,0.459052
269.25,0.459052
269.5,0.459052
269.75,0.459052
270,0.459052
270.25,0.459052
270.5,0.459052
270.75,0.459052
271,0.459052
271.25,0.459052
271.5,0.459052
271.75,0.459052
272,0.459052
272.25,0.459052
272.5,0.459052
272.75,0.459052
273,0.459052
273.25,0.459052
273.5,0.459052
273.75,0.459052
274,0.459052
274.25,0.459052
274.5,0.459052
274.75,0.459052
275,0.459052
275.25,0.459052
275.5,0.459052
275.75,0.459052
276,0.459052
276.25,0.459052
276.5,0.459052
276.75,0.459052
277,0.459052
277.25,0.459052
277.5,0.459052
277.75,0.459052
278,0.459052
278.25,0.459052
278.5,0.459052
278.75,0.459052
279,0.459052
279.25,0.459052
279.5,0.459052
279.75,0.459052
280,0.459052
280.25,0.459052
280.5,0.459052
280.75,0.459052
281,0.459052
281.25,0.459052
281.5,0.459052
281.75,0.459052
282,0.459052
282.25,0.459052
282.5,0.459052
282.75,0.459052
283,0.459052
283.25,0.459052
283.5,0.459052
283.75,0.459052
284,0.459052
284.25,0.459052
284.5,0.459052
284.75,0.459052
285,0.459052
285.25,0.459052
285.5,0.459052
285.75,0.459052
286,0.459052
286.25,0.459052
286.5,0.459052
286.75,0.459052
287,0.459052
287.25,0.459052
287.5,0.459052
287.75,0.459052
288,0.459052
288.25,0.459052
288.5,0.459052
288.75,0.459052
289,0.459052
289.25,0.459052
289.5,0.459052
289.75,0.459052
290,0.459052
290.25,0.459052
290.5,0.459052
290.75,0.459052
291,0.459052
291.25,0.459052
291.5,0.459052
291.75,0.459052
292,0.459052
292.25,0.459052
292.5,0.459052
292.75,0.459052
293,0.459052
293.25,0.459052
293.5,0.459052
293.75,0.459052
294,0.459052
294.25,0.459052
294.5,0.459052
294.75,0.459052
295,0.459052
295.25,0.459052
295.5,0.459052
295.75,0.459052
296,0.459052
296.25,0.459052
296.5,0.459052
296.75,0.459052
297,0.459052
297.25,0.459052
297.5,0.459052
297.75,0.459052
298,0.459052
298.25,0.459052
298.5,0.459052
298.75,0.459052
299,0.459052
299.25,0.459052
299.5,0.459052
299.75,0.459052
300,0.459052
300.25,0.459052
300.5,0.459052
300.75,0.459052
301,0.459052
301.25,0.459052
301.5,0.459052
301.75,0.459052
302,0.459052
302.25,0.459052
302.5,0.459052
302.75,0.459052
303,0.459052
303.25,0.459052
303.5,0.459052
303.75,0.459052
304,0.459052
304.25,0.459052
304.5,0.459052
304.75,0.459052
305,0.459052
305.25,0.459052
305.5,0.459052
305.75,0.459052
306,0.459052
306.25,0.459052
306.5,0.459052
306.75,0.459052
307,0.459052
307.25,0.459052
307.5,0.459052
307.75,0.459052
308,0.459052
308.25,0.459052
308.5,0.459052
308.75,0.459052
309,0.459052
309.25,0.459052
309.5,0.459052
309.75,0.459052
310,0.459052
310.25,0.459052
310.5,0.459052
310.75,0.459052
311,0.459052
311.25,0.459052
311.5,0.459052
311.75,0.459052
312,0.459052
312.25,0.459052
312.5,0.459052
312.75,0.459052
313,0.459052
313.25,0.459052
313.5,0.459052
313.75,0.459052
314,0.459052
314.25,0.459052
314.5,0.459052
314.75,0.459052
315,0.459052
315.25,0.459052
315.5,0.459052
315.75,0.459052
316,0.459052
316.25,0.459052
316.5,0.459052
316.75,0.459052
317,0.459052
317.25,0.459052
317.5,0.459052
317.75,0.459052
318,0.459052
318.25,0.459052
318.5,0.459052
318.75,0.459052
319,0.459052
319.25,0.459052
319.5,0.459052
319.75,0.459052
320,0.459052
320.25,0.459052
320.5,0.459052
320.75,0.459052
321,0.459052
321.25,0.459052
321.5,0.459052
321.75,0.459052
322,0.459052
322.25,0.459052
322.5,0.459052
322.75,0.459052
323,0.459052
323.25,0.459052
323.5,0.459052
323.75,0.459052
324,0.459052
324.25,0.459052
324.5,0.459052
324.75,0.459052
325,0.459052
325.25,0.459052
325.5,0.459052
325.75,0.459052
326,0.459052
326.25,0.459052
326.5,0.459052
326.75,0.459052
327,0.459052
327.25,0.459052
327.5,0.459052
327.75,0.459052
328,0.459052
328.25,0.459052
328.5,0.459052
328.75,0.459052
329,0.459052
329.25,0.459052
329.5,0.459052
329.75,0.459052
330,0.459052
330.25,0.459052
330.5,0.459052
330.75,0.459052
331,0.459052
331.25,0.459052
331.5,0.459052
331.75,0.459052
332,0.459052
332.25,0.459052
332.5,0.459052
332.75,0.459052
333,0.459052
333.25,0.459052
333.5,0.459052
333.75,0.459052
334,0.459052
334.25,0.459052
334.5,0.459052
334.75,0.459052
335,0.459052
335.25,0.459052
335.5,0.459052
335.75,0.459052
336,0.459052
336.25,0.459052
336.5,0.459052
336.75,0.459052
337,0.459052
337.25,0.459052
337.5,0.459052
337.75,0.459052
338,0.459052
338.25,0.459052
338.5,0.459052
338.75,0.459052
339,0.459052
339.25,0.459052
339.5,0.459052
339.75,0.459052
340,0.459052
340.25,0.459052
340.5,0.459052
340.75,0.459052
341,0.459052
341.25,0.459052
341.5,0.459052
341.75,0.459052
342,0.459052
342.25,0.459052
342.5,0.459052
342.75,0.459052
343,0.459052
343.25,0.459052
343.5,0.459052
343.75,0.459052
344,0.459052
344.25,0.459052
344.5,0.459052
344.75,0.459052
345,0.459052
345.25,0.459052
345.5,0.459052
345.75,0.459052
346,0.459052
346.25,0.459052
346.5,0.459052
346.75,0.459052
347,0.459052
347.25,0.459052
347.5,0.459052
347.75,0.459052
348,0.459052
348.25,0.459052
348.5,0.459052
348.75,0.459052
349,0.459052
349.25,0.459052
349.5,0.459052
349.75,0.459052
350,0.459052
350.25,0.459052
350.5,0.459052
350.75,0.459052
351,0.459052
351.25,0.459052
351.5,0.459052
351.75,0.459052
352,0.459052
352.25,0.459052
352.5,0.459052
352.75,0.459052
353,0.459052
353.25,0.459052
353.5,0.459052
353.75,0.459052
354,0.459052
354.25,0.459052
354.5,0.459052
354.75,0.459052
355,0.459052
355.25,0.459052
355.5,0.459052
355.75,0.459052
356,0.459052
356.25,0.459052
356.5,0.459052
356.75,0.459052
357,0.459052
357.25,0.459052
357.5,0.459052
357.75,0.459052
358,0.459052
358.25,0.459052
358.5,0.459052
358.75,0.459052
359,0.459052
359.25,0.459052
359.5,0.459052
359.75,0.459052
360,0.459052
360.25,0.459052
360.5,0.459052
360.75,0.459052
361,0.459052
361.25,0.459052
361.5,0.459052
361.75,0.459052
362,0.459052
362.25,0.459052
362.5,0.459052
362.75,0.459052
363,0.459052
363.25,0.459052
363.5,0.459052
363.75,0.459052
364,0.459052
364.25,0.459052
364.5,0.459052
364.75,0.459052
365,0.459052
365.25,0.459052
365.5,0.459052
365.75,0.459052
366,0.459052
366.25,0.459052
366.5,0.459052
366.75,0.459052
367,0.459052
367.25,0.459052
367.5,0.459052
367.75,0.459052
368,0.459052
368.25,0.459052
368.5,0.459052
368.75,0.459052
369,0.459052
369.25,0.459052
369.5,0.459052
369.75,0.459052
370,0.459052
370.25,0.459052
370.5,0.459052
370.75,0.459052
371,0.459052
371.25,0.459052
371.5,0.459052
371.75,0.459052
372,0.459052
372.25,0.459052
372.5,0.459052
372.75,0.459052
373,0.459052
373.25,0.459052
373.5,0.459052
373.75,0.459052
374,0.459052
374.25,0.459052
374.5,0.459052
374.75,0.459052
375,0.459052
375.25,0.459052
375.5,0.459052
375.75,0.459052
376,0.459052
376.25,0.459052
376.5,0.459052
376.75,0.459052
377,0.459052
377.25,0.459052
377.5,0.459052
377.75,0.459052
378,0.459052
378.25,0.459052
378.5,0.459052
378.75,0.459052
379,0.459052
379.25,0.459052
379.5,0.459052
379.75,0.459052
380,0.459052
380.25,0.459052
380.5,0.459052
380.75,0.459052
381,0.459052
381.25,0.459052
381.5,0.459052
381.75,0.459052
382,0.459052
382.25,0.459052
382.5,0.459052
382.75,0.459052
383,0.459052
383.25,0.459052
383.5,0.459052
383.75,0.459052
384,0.459052
384.25,0.459052
384.5,0.459052
384.75,0.459052
385,0.459052
385.25,0.459052
385.5,0.459052
385.75,0.459052
386,0.459052
386.25,0.459052
386.5,0.459052
386.75,0.459052
387,0.459052
387.25,0.459052
387.5,0.459052
387.75,0.459052
388,0.459052
388.25,0.459052
388.5,0.459052
388.75,0.459052
389,0.459052
389.25,0.459052
389.5,0.459052
389.75,0.459052
390,0.459052
390.25,0.459052
390.5,0.459052
390.75,0.459052
391,0.459052
391.25,0.459052
391.5,0.459052
391.75,0.459052
392,0.459052
392.25,0.459052
392.5,0.459052
392.75,0.459052
393,0.459052
393.25,0.459052
393.5,0.459052
393.75,0.459052
394,0.459052
394.25,0.459052
394.5,0.459052
394.75,0.459052
395,0.459052
395.25,0.459052
395.5,0.459052
395.75,0.459052
396,0.459052
396.25,0.459052
396.5,0.459052
396.75,0.459052
397,0.459052
397.25,0.459052
397.5,0.459052
397.75,0.459052
398,0.459052
398.25,0.459052
398.5,0.459052
398.75,0.459052
399,0.459052
399.25,0.459052
399.5,0.459052
399.75,0.459052
400,0.459052
400.25,0.459052
400.5,0.459052
400.75,0.459052
401,0.459052
401.25,0.459052
401.5,0.459052
401.75,0.459052
402,0.459052
402.25,0.459052
402.5,0.459052
402.75,0.459052
403,0.459052
403.25,0.459052
403.5,0.459052
403.75,0.459052
404,0.459052
404.25,0.459052
404.5,0.459052
404.75,0.459052
405,0.459052
405.25,0.459052
405.5,0.459052
405.75,0.459052
406,0.459052
406.25,0.459052
406.5,0.459052
406.75,0.459052
407,0.459052
407.25,0.459052
407.5,0.459052
407.75,0.459052
408,0.459052
408.25,0.459052
408.5,0.459052
408.75,0.459052
409,0.459052
409.25,0.459052
409.5,0.459052
409.75,0.459052
410,0.459052
410.25,0.459052
410.5,0.459052
410.75,0.459052
411,0.459052
