Time,num_recovered
217.5,9605
217.75,9605
218,9605
218.25,9605
218.5,9605
218.75,9605
219,9605
219.25,9605
219.5,9605
219.75,9605
220,9605
220.25,9605
220.5,9605
220.75,9605
221,9605
221.25,9605
221.5,9605
221.75,9605
222,9605
222.25,9605
222.5,9605
222.75,9605
223,9605
223.25,9605
223.5,9605
223.75,9605
224,9605
224.25,9605
224.5,9605
224.75,9605
225,9605
225.25,9605
225.5,9605
225.75,9605
226,9605
226.25,9605
226.5,9605
226.75,9605
227,9605
227.25,9605
227.5,9605
227.75,9605
228,9605
228.25,9605
228.5,9605
228.75,9605
229,9605
229.25,9605
229.5,9605
229.75,9605
230,9605
230.25,9605
230.5,9605
230.75,9605
231,9605
231.25,9605
231.5,9605
231.75,9605
232,9605
232.25,9605
232.5,9605
232.75,9605
233,9605
233.25,9605
233.5,9605
233.75,9605
234,9605
234.25,9605
234.5,9605
234.75,9605
235,9605
235.25,9605
235.5,9605
235.75,9605
236,9605
236.25,9605
236.5,9605
236.75,9605
237,9605
237.25,9605
237.5,9605
237.75,9605
238,9605
238.25,9605
238.5,9605
238.75,9605
239,9605
239.25,9605
239.5,9605
239.75,9605
240,9605
240.25,9605
240.5,9605
240.75,9605
241,9605
241.25,9605
241.5,9605
241.75,9605
242,9605
242.25,9605
242.5,9605
242.75,9605
243,9605
243.25,9605
243.5,9605
243.75,9605
244,9605
244.25,9605
244.5,9605
244.75,9605
245,9605
245.25,9605
245.5,9605
245.75,9605
246,9605
246.25,9605
246.5,9605
246.75,9605
247,9605
247.25,9605
247.5,9605
247.75,9605
248,9605
248.25,9605
248.5,9605
248.75,9605
249,9605
249.25,9605
249.5,9605
249.75,9605
250,9605
250.25,9605
250.5,9605
250.75,9605
251,9605
251.25,9605
251.5,9605
251.75,9605
252,9605
252.25,9605
252.5,9605
252.75,9605
253,9605
253.25,9605
253.5,9605
253.75,9605
254,9605
254.25,9605
254.5,9605
254.75,9605
255,9605
255.25,9605
255.5,9605
255.75,9605
256,9605
256.25,9605
256.5,9605
256.75,9605
257,9605
257.25,9605
257.5,9605
257.75,9605
258,9605
258.25,9605
258.5,9605
258.75,9605
259,9605
259.25,9605
259.5,9605
259.75,9605
260,9605
260.25,9605
260.5,9605
260.75,9605
261,9605
261.25,9605
261.5,9605
261.75,9605
262,9605
262.25,9605
262.5,9605
262.75,9605
263,9605
263.25,9605
263.5,9605
263.75,9605
264,9605
264.25,9605
264.5,9605
264.75,9605
265,9605
265.25,9605
265.5,9605
265.75,9605
266,9605
266.25,9605
266.5,9605
266.75,9605
267,9605
267.25,9605
267.5,9605
267.75,9605
268,9605
268.25,9605
268.5,9605
268.75,9605
269,9605
269.25,9605
269.5,9605
269.75,9605
270,9605
270.25,9605
270.5,9605
270.75,9605
271,9605
271.25,9605
271.5,9605
271.75,9605
272,9605
272.25,9605
272.5,9605
272.75,9605
273,9605
273.25,9605
273.5,9605
273.75,9605
274,9605
274.25,9605
274.5,9605
274.75,9605
275,9605
275.25,9605
275.5,9605
275.75,9605
276,9605
276.25,9605
276.5,9605
276.75,9605
277,9605
277.25,9605
277.5,9605
277.75,9605
278,9605
278.25,9605
278.5,9605
278.75,9605
279,9605
279.25,9605
279.5,9605
279.75,9605
280,9605
280.25,9605
280.5,9605
280.75,9605
281,9605
281.25,9605
281.5,9605
281.75,9605
282,9605
282.25,9605
282.5,9605
282.75,9605
283,9605
283.25,9605
283.5,9605
283.75,9605
284,9605
284.25,9605
284.5,9605
284.75,9605
285,9605
285.25,9605
285.5,9605
285.75,9605
286,9605
286.25,9605
286.5,9605
286.75,9605
287,9605
287.25,9605
287.5,9605
287.75,9605
288,9605
288.25,9605
288.5,9605
288.75,9605
289,9605
289.25,9605
289.5,9605
289.75,9605
290,9605
290.25,9605
290.5,9605
290.75,9605
291,9605
291.25,9605
291.5,9605
291.75,9605
292,9605
292.25,9605
292.5,9605
292.75,9605
293,9605
293.25,9605
293.5,9605
293.75,9605
294,9605
294.25,9605
294.5,9605
294.75,9605
295,9605
295.25,9605
295.5,9605
295.75,9605
296,9605
296.25,9605
296.5,9605
296.75,9605
297,9605
297.25,9605
297.5,9605
297.75,9605
298,9605
298.25,9605
298.5,9605
298.75,9605
299,9605
299.25,9605
299.5,9605
299.75,9605
300,9605
300.25,9605
300.5,9605
300.75,9605
301,9605
301.25,9605
301.5,9605
301.75,9605
302,9605
302.25,9605
302.5,9605
302.75,9605
303,9605
303.25,9605
303.5,9605
303.75,9605
304,9605
304.25,9605
304.5,9605
304.75,9605
305,9605
305.25,9605
305.5,9605
305.75,9605
306,9605
306.25,9605
306.5,9605
306.75,9605
307,9605
307.25,9605
307.5,9605
307.75,9605
308,9605
308.25,9605
308.5,9605
308.75,9605
309,9605
309.25,9605
309.5,9605
309.75,9605
310,9605
310.25,9605
310.5,9605
310.75,9605
311,9605
311.25,9605
311.5,9605
311.75,9605
312,9605
312.25,9605
312.5,9605
312.75,9605
313,9605
313.25,9605
313.5,9605
313.75,9605
314,9605
314.25,9605
314.5,9605
314.75,9605
315,9605
315.25,9605
315.5,9605
315.75,9605
316,9605
316.25,9605
316.5,9605
316.75,9605
317,9605
317.25,9605
317.5,9605
317.75,9605
318,9605
318.25,9605
318.5,9605
318.75,9605
319,9605
319.25,9605
319.5,9605
319.75,9605
320,9605
320.25,9605
320.5,9605
320.75,9605
321,9605
321.25,9605
321.5,9605
321.75,9605
322,9605
322.25,9605
322.5,9605
322.75,9605
323,9605
323.25,9605
323.5,9605
323.75,9605
324,9605
324.25,9605
324.5,9605
324.75,9605
325,9605
325.25,9605
325.5,9605
325.75,9605
326,9605
326.25,9605
326.5,9605
326.75,9605
327,9605
327.25,9605
327.5,9605
327.75,9605
328,9605
328.25,9605
328.5,9605
328.75,9605
329,9605
329.25,9605
329.5,9605
329.75,9605
330,9605
330.25,9605
330.5,9605
330.75,9605
331,9605
331.25,9605
331.5,9605
331.75,9605
332,9605
332.25,9605
332.5,9605
332.75,9605
333,9605
333.25,9605
333.5,9605
333.75,9605
334,9605
334.25,9605
334.5,9605
334.75,9605
335,9605
335.25,9605
335.5,9605
335.75,9605
336,9605
336.25,9605
336.5,9605
336.75,9605
337,9605
337.25,9605
337.5,9605
337.75,9605
338,9605
338.25,9605
338.5,9605
338.75,9605
339,9605
339.25,9605
339.5,9605
339.75,9605
340,9605
340.25,9605
340.5,9605
340.75,9605
341,9605
341.25,9605
341.5,9605
341.75,9605
342,9605
342.25,9605
342.5,9605
342.75,9605
343,9605
343.25,9605
343.5,9605
343.75,9605
344,9605
344.25,9605
344.5,9605
344.75,9605
345,9605
345.25,9605
345.5,9605
345.75,9605
346,9605
346.25,9605
346.5,9605
346.75,9605
347,9605
347.25,9605
347.5,9605
347.75,9605
348,9605
348.25,9605
348.5,9605
348.75,9605
349,9605
349.25,9605
349.5,9605
349.75,9605
350,9605
350.25,9605
350.5,9605
