Time,num_recovered
172.25,432873
172.5,434304
172.75,435831
173,437355
173.25,438760
173.5,440275
173.75,441695
174,443213
174.25,444615
174.5,445959
174.75,447375
175,448832
175.25,450258
175.5,451700
175.75,453082
176,454454
176.25,455805
176.5,457051
176.75,458326
177,459662
177.25,460909
177.5,462190
177.75,463444
178,464701
178.25,465980
178.5,467250
178.75,468458
179,469651
179.25,470831
179.5,471981
179.75,473160
180,474305
180.25,475452
180.5,476637
180.75,477778
181,478907
181.25,479992
181.5,481085
181.75,482161
182,483277
182.25,484335
182.5,485340
182.75,486377
183,487363
183.25,488408
183.5,489378
183.75,490393
184,491321
184.25,492233
184.5,493230
184.75,494158
185,495113
185.25,496025
185.5,496968
185.75,497888
186,498762
186.25,499659
186.5,500501
186.75,501354
187,502223
187.25,503064
187.5,503928
187.75,504779
188,505582
188.25,506404
188.5,507167
188.75,507956
189,508735
189.25,509527
189.5,510302
189.75,511037
190,511794
190.25,512499
190.5,513210
190.75,513946
191,514647
191.25,515334
191.5,516012
191.75,516701
192,517359
192.25,518049
192.5,518669
192.75,519350
193,520028
193.25,520667
193.5,521245
193.75,521840
194,522440
194.25,523032
194.5,523625
194.75,524240
195,524882
195.25,525468
195.5,526106
195.75,526683
196,527225
196.25,527764
196.5,528352
196.75,528891
197,529454
197.25,529970
197.5,530530
197.75,531049
198,531550
198.25,532047
198.5,532588
198.75,533057
199,533581
199.25,534045
199.5,534510
199.75,534933
200,535425
200.25,535919
200.5,536410
200.75,536838
201,537246
201.25,537696
201.5,538140
201.75,538589
202,538988
202.25,539376
202.5,539798
202.75,540230
203,540625
203.25,541013
203.5,541390
203.75,541779
204,542139
204.25,542501
204.5,542868
204.75,543223
205,543614
205.25,543984
205.5,544354
205.75,544728
206,545055
206.25,545372
206.5,545719
206.75,546043
207,546353
207.25,546676
207.5,546974
207.75,547298
208,547638
208.25,547944
208.5,548256
208.75,548537
209,548823
209.25,549129
209.5,549414
209.75,549697
210,549945
210.25,550209
210.5,550457
210.75,550713
211,550971
211.25,551228
211.5,551492
211.75,551766
212,552006
212.25,552238
212.5,552488
212.75,552746
213,552980
213.25,553220
213.5,553462
213.75,553703
214,553924
214.25,554150
214.5,554377
214.75,554567
215,554770
215.25,554957
215.5,555149
215.75,555349
216,555567
216.25,555777
216.5,555986
216.75,556174
217,556355
217.25,556551
217.5,556749
217.75,556942
218,557132
218.25,557329
218.5,557491
218.75,557702
219,557887
219.25,558099
219.5,558266
219.75,558417
220,558582
220.25,558750
220.5,558934
220.75,559101
221,559287
221.25,559451
221.5,559600
221.75,559767
222,559931
222.25,560079
222.5,560217
222.75,560378
223,560527
223.25,560664
223.5,560825
223.75,560958
224,561091
224.25,561217
224.5,561365
224.75,561511
225,561639
225.25,561778
225.5,561912
225.75,562021
226,562175
226.25,562302
226.5,562439
226.75,562577
227,562707
227.25,562818
227.5,562932
227.75,563039
228,563158
228.25,563271
228.5,563359
228.75,563480
229,563601
229.25,563715
229.5,563814
229.75,563929
230,564023
230.25,564129
230.5,564227
230.75,564320
231,564412
231.25,564505
231.5,564611
231.75,564708
232,564809
232.25,564916
232.5,565008
232.75,565105
233,565195
233.25,565285
233.5,565374
233.75,565471
234,565565
234.25,565666
234.5,565759
234.75,565851
235,565922
235.25,566024
235.5,566107
235.75,566169
236,566230
236.25,566293
236.5,566371
236.75,566443
237,566522
237.25,566581
237.5,566659
237.75,566728
238,566793
238.25,566861
238.5,566930
238.75,566998
239,567068
239.25,567148
239.5,567203
239.75,567279
240,567335
240.25,567397
240.5,567452
240.75,567512
241,567567
241.25,567631
241.5,567706
241.75,567778
242,567843
242.25,567897
242.5,567945
242.75,567995
243,568053
243.25,568116
243.5,568174
243.75,568220
244,568272
244.25,568326
244.5,568380
244.75,568430
245,568489
245.25,568531
245.5,568593
245.75,568628
246,568668
246.25,568711
246.5,568761
246.75,568786
247,568820
247.25,568862
247.5,568900
247.75,568952
248,568999
248.25,569038
248.5,569086
248.75,569123
249,569149
249.25,569192
249.5,569235
249.75,569271
250,569310
250.25,569343
250.5,569379
250.75,569417
251,569449
251.25,569489
251.5,569519
251.75,569546
252,569579
252.25,569625
252.5,569659
252.75,569685
253,569713
253.25,569749
253.5,569784
253.75,569808
254,569838
254.25,569870
254.5,569907
254.75,569928
255,569956
255.25,569984
255.5,570003
255.75,570036
256,570066
256.25,570085
256.5,570109
256.75,570135
257,570157
257.25,570183
257.5,570208
257.75,570243
258,570274
258.25,570302
258.5,570322
258.75,570347
259,570361
259.25,570387
259.5,570413
259.75,570429
260,570450
260.25,570464
260.5,570489
260.75,570513
261,570525
261.25,570550
261.5,570572
261.75,570594
262,570623
262.25,570639
262.5,570659
262.75,570675
263,570686
263.25,570709
263.5,570727
263.75,570750
264,570766
264.25,570787
264.5,570803
264.75,570813
265,570836
265.25,570857
265.5,570874
265.75,570892
266,570906
266.25,570920
266.5,570933
266.75,570943
267,570955
267.25,570971
267.5,570993
267.75,571009
268,571015
268.25,571028
268.5,571044
268.75,571060
269,571079
269.25,571094
269.5,571105
269.75,571110
270,571121
270.25,571134
270.5,571149
270.75,571159
271,571167
271.25,571179
271.5,571189
271.75,571203
272,571212
272.25,571221
272.5,571230
272.75,571240
273,571247
273.25,571256
273.5,571265
273.75,571277
274,571285
274.25,571293
274.5,571301
274.75,571309
275,571314
275.25,571315
275.5,571323
275.75,571329
276,571339
276.25,571345
276.5,571348
276.75,571349
277,571353
277.25,571359
277.5,571365
277.75,571372
278,571378
278.25,571384
278.5,571388
278.75,571393
279,571395
279.25,571404
279.5,571407
279.75,571416
280,571420
280.25,571428
280.5,571436
280.75,571444
281,571452
281.25,571454
281.5,571459
281.75,571464
282,571467
282.25,571473
282.5,571478
282.75,571485
283,571487
283.25,571490
283.5,571495
283.75,571500
284,571506
284.25,571513
284.5,571517
284.75,571525
285,571528
285.25,571529
285.5,571535
285.75,571540
286,571544
286.25,571547
286.5,571550
286.75,571553
287,571564
287.25,571569
287.5,571574
287.75,571576
288,571579
288.25,571580
288.5,571582
288.75,571584
289,571588
289.25,571595
289.5,571599
289.75,571604
290,571609
290.25,571612
290.5,571613
290.75,571614
291,571618
291.25,571621
291.5,571623
291.75,571624
292,571625
292.25,571628
292.5,571631
292.75,571631
293,571633
293.25,571635
293.5,571637
293.75,571639
294,571640
294.25,571640
294.5,571642
294.75,571646
295,571646
295.25,571649
295.5,571652
295.75,571654
296,571656
296.25,571657
296.5,571658
296.75,571662
297,571666
297.25,571669
297.5,571671
297.75,571674
298,571675
298.25,571677
298.5,571679
298.75,571680
299,571682
299.25,571683
299.5,571684
299.75,571686
300,571689
300.25,571690
300.5,571694
300.75,571695
301,571701
301.25,571702
301.5,571703
301.75,571703
302,571706
302.25,571706
302.5,571707
302.75,571709
303,571709
303.25,571711
303.5,571714
303.75,571715
304,571716
304.25,571719
304.5,571719
304.75,571720
305,571721
305.25,571723
305.5,571725
305.75,571725
306,571725
306.25,571725
306.5,571726
306.75,571727
307,571728
307.25,571729
307.5,571729
307.75,571729
308,571730
308.25,571731
308.5,571731
308.75,571732
309,571733
309.25,571734
309.5,571735
309.75,571736
310,571736
310.25,571736
310.5,571736
310.75,571736
311,571737
311.25,571737
311.5,571739
311.75,571743
312,571743
312.25,571743
312.5,571743
312.75,571745
313,571746
313.25,571746
313.5,571746
313.75,571746
314,571746
314.25,571747
314.5,571748
314.75,571749
315,571752
315.25,571752
315.5,571752
315.75,571755
316,571755
316.25,571755
316.5,571755
316.75,571756
317,571756
317.25,571758
317.5,571758
317.75,571763
318,571764
318.25,571765
318.5,571765
318.75,571765
319,571766
319.25,571766
319.5,571767
319.75,571767
320,571767
320.25,571768
320.5,571769
320.75,571769
321,571769
321.25,571769
321.5,571769
321.75,571769
322,571769
322.25,571769
322.5,571769
322.75,571770
323,571771
323.25,571771
323.5,571772
323.75,571772
324,571772
324.25,571773
324.5,571774
324.75,571774
325,571774
325.25,571774
325.5,571775
325.75,571775
326,571776
326.25,571776
326.5,571776
326.75,571776
327,571776
327.25,571777
327.5,571777
327.75,571778
328,571778
328.25,571778
328.5,571778
328.75,571778
329,571778
329.25,571778
329.5,571778
329.75,571778
330,571778
330.25,571779
330.5,571780
330.75,571780
331,571780
331.25,571780
331.5,571780
331.75,571780
332,571780
332.25,571780
332.5,571781
332.75,571782
333,571782
333.25,571782
333.5,571783
333.75,571783
334,571783
334.25,571783
334.5,571783
334.75,571783
335,571783
335.25,571783
335.5,571783
335.75,571783
336,571783
336.25,571783
336.5,571783
336.75,571783
337,571783
337.25,571783
337.5,571783
337.75,571783
338,571783
338.25,571783
338.5,571783
338.75,571783
339,571784
339.25,571784
339.5,571784
339.75,571784
340,571784
340.25,571785
340.5,571785
340.75,571785
341,571785
341.25,571785
341.5,571785
341.75,571785
342,571785
342.25,571785
342.5,571785
342.75,571785
343,571785
343.25,571785
343.5,571785
343.75,571785
344,571785
344.25,571785
344.5,571785
344.75,571785
345,571785
345.25,571785
345.5,571785
345.75,571785
346,571785
346.25,571785
346.5,571785
346.75,571785
347,571785
347.25,571785
347.5,571785
347.75,571785
348,571785
348.25,571785
348.5,571785
348.75,571785
349,571785
349.25,571785
349.5,571785
349.75,571785
350,571785
350.25,571785
350.5,571785
350.75,571785
351,571785
351.25,571785
351.5,571785
351.75,571785
352,571785
352.25,571785
352.5,571785
352.75,571785
353,571785
353.25,571785
353.5,571785
353.75,571785
354,571785
354.25,571785
354.5,571785
354.75,571785
355,571785
355.25,571785
355.5,571785
355.75,571785
356,571785
356.25,571785
356.5,571785
356.75,571785
357,571785
357.25,571785
357.5,571785
357.75,571785
358,571785
358.25,571785
358.5,571785
358.75,571785
359,571785
359.25,571785
359.5,571785
359.75,571785
360,571785
360.25,571785
360.5,571785
360.75,571785
361,571785
361.25,571785
361.5,571785
361.75,571785
362,571785
362.25,571785
362.5,571785
362.75,571785
363,571785
363.25,571785
363.5,571785
363.75,571785
364,571785
364.25,571785
364.5,571785
364.75,571785
365,571785
365.25,571785
365.5,571785
365.75,571785
366,571785
366.25,571785
366.5,571785
366.75,571785
367,571785
367.25,571785
367.5,571785
367.75,571785
368,571785
368.25,571785
368.5,571785
