Time,total_fraction_lambda_C
0,-nan
0.25,-nan
0.5,-nan
0.75,-nan
1,-nan
70.25,0.000334961
70.5,0.000379249
70.75,0.000376561
71,0.00025225
71.25,0.000499924
71.5,0.000321434
71.75,0.000325506
72,0.000279829
72.25,0.000268713
72.5,0.000418513
72.75,0.00028429
73,0.000364482
73.25,0.000273027
73.5,0.000223141
73.75,0.000430228
74,0.000203688
74.25,0.000259174
74.5,0.000352368
74.75,0.000467912
75,0.000313515
75.25,0.000542263
75.5,0.000387525
75.75,0.000235755
76,0.000324393
76.25,0.00039536
76.5,0.000467965
76.75,0.000323157
77,0.000331474
77.25,0.000496689
77.5,0.000449345
77.75,0.000478682
78,0.000414271
78.25,0.000416254
78.5,0.000455694
78.75,0.000304159
79,0.000397033
79.25,0.000532218
79.5,0.000510515
79.75,0.000379656
80,0.000454761
80.25,0.00049678
80.5,0.000486719
80.75,0.000459659
81,0.000501944
81.25,0.000649037
81.5,0.000442699
81.75,0.000553084
82,0.000665184
82.25,0.000728351
82.5,0.000825449
82.75,0.000967383
83,0.000531189
83.25,0.000550409
83.5,0.000594884
83.75,0.000612487
84,0.000489718
84.25,0.000530788
84.5,0.000736506
84.75,0.00066108
85,0.000744813
85.25,0.000830923
85.5,0.000721414
85.75,0.000769474
86,0.000747884
86.25,0.000847699
86.5,0.000691532
86.75,0.000737998
87,0.000744212
87.25,0.00114882
87.5,0.000788236
87.75,0.000957965
88,0.000748975
88.25,0.000741958
88.5,0.000771903
88.75,0.000657641
89,0.000827596
89.25,0.000739261
89.5,0.000945622
89.75,0.000790726
90,0.000771418
90.25,0.00118427
90.5,0.000705957
90.75,0.000667451
91,0.00094752
91.25,0.000899859
91.5,0.000810673
91.75,0.000970401
92,0.00107006
92.25,0.00117301
92.5,0.00108107
92.75,0.00113328
93,0.0010591
93.25,0.000928896
93.5,0.00116942
93.75,0.00100966
94,0.000992768
94.25,0.00125258
94.5,0.00123736
94.75,0.00114367
95,0.00143957
95.25,0.00133654
95.5,0.00140018
95.75,0.00124444
96,0.00103788
96.25,0.00127303
96.5,0.00150779
96.75,0.00130785
97,0.000992324
97.25,0.00108673
97.5,0.00130708
97.75,0.00117872
98,0.0010818
98.25,0.0014703
98.5,0.00148798
98.75,0.00165034
99,0.0014839
99.25,0.00117278
99.5,0.00105621
99.75,0.00159648
100,0.00152811
100.25,0.00144672
100.5,0.00167115
100.75,0.00158314
101,0.00165953
101.25,0.00152468
101.5,0.00159656
101.75,0.00160715
102,0.00132956
102.25,0.00162603
102.5,0.00156951
102.75,0.00203842
103,0.00154513
103.25,0.00149001
103.5,0.00177051
103.75,0.00164223
104,0.00184673
104.25,0.00184297
104.5,0.00166252
104.75,0.00193899
105,0.00181368
105.25,0.00194769
105.5,0.00215348
105.75,0.00215953
106,0.00185424
106.25,0.00192714
106.5,0.00238499
106.75,0.00229549
107,0.00229625
107.25,0.00222838
107.5,0.00198564
107.75,0.00215435
108,0.00196609
108.25,0.00234563
108.5,0.00226284
108.75,0.0026318
109,0.00250689
109.25,0.00265645
109.5,0.0023898
109.75,0.00257836
110,0.00198406
110.25,0.00231312
110.5,0.00193706
110.75,0.00227802
111,0.00209543
111.25,0.00255964
111.5,0.00252832
111.75,0.00243485
112,0.00272862
112.25,0.00244759
112.5,0.0030295
112.75,0.00299115
113,0.00277415
113.25,0.00287128
113.5,0.00281732
113.75,0.00283687
114,0.00329045
114.25,0.00263197
114.5,0.00279792
114.75,0.00334212
115,0.00351236
115.25,0.00283093
115.5,0.00283062
115.75,0.00337183
116,0.00292932
116.25,0.00306184
116.5,0.00374456
116.75,0.00337015
117,0.00363132
117.25,0.00345345
117.5,0.00342588
117.75,0.0035415
118,0.00352664
118.25,0.00346525
118.5,0.00412473
118.75,0.00312796
119,0.00351357
119.25,0.00356639
119.5,0.00337511
119.75,0.00327535
120,0.00390099
120.25,0.0036823
120.5,0.00418196
120.75,0.00390567
121,0.00428554
121.25,0.00448159
121.5,0.00357286
121.75,0.00409067
122,0.00387295
122.25,0.00354361
122.5,0.00436244
122.75,0.00407727
123,0.00464093
123.25,0.0045908
123.5,0.00402433
123.75,0.00458635
124,0.00477431
124.25,0.00468134
124.5,0.00381838
124.75,0.00438933
125,0.0041668
125.25,0.00443497
125.5,0.00493365
125.75,0.00490701
126,0.00476483
126.25,0.00455411
126.5,0.00452014
126.75,0.0049934
127,0.00518421
127.25,0.00527973
127.5,0.00538332
127.75,0.00502801
128,0.00507163
128.25,0.00556155
128.5,0.00556772
128.75,0.0051962
129,0.00587977
129.25,0.00571054
129.5,0.00608391
129.75,0.00555961
130,0.00526045
130.25,0.00526669
130.5,0.00501236
130.75,0.00556579
131,0.00546208
131.25,0.00530666
131.5,0.00600411
131.75,0.00560989
132,0.00567253
132.25,0.00632091
132.5,0.00556737
132.75,0.0058212
133,0.00585489
133.25,0.00622841
133.5,0.00605447
133.75,0.00551769
134,0.00613115
134.25,0.00605818
134.5,0.00583253
134.75,0.0067434
135,0.00580556
135.25,0.00644787
135.5,0.00535227
135.75,0.006737
136,0.00626414
136.25,0.00617683
136.5,0.0060806
136.75,0.00634501
137,0.00625796
137.25,0.00656816
137.5,0.00640595
137.75,0.00588245
138,0.0064808
138.25,0.00767689
138.5,0.00699982
138.75,0.0061712
139,0.00627351
139.25,0.00773374
139.5,0.00684848
139.75,0.006424
140,0.0063907
140.25,0.00672801
140.5,0.00762482
140.75,0.00768507
141,0.00753106
141.25,0.00734693
141.5,0.00731125
141.75,0.00775282
142,0.00748458
142.25,0.00678547
142.5,0.00763082
142.75,0.00720745
143,0.0076263
143.25,0.00705895
143.5,0.00754392
143.75,0.00806409
144,0.00741195
144.25,0.00816042
144.5,0.00821252
144.75,0.0071896
145,0.00733862
145.25,0.00770496
145.5,0.00740013
145.75,0.00849565
146,0.00767774
146.25,0.00803987
146.5,0.00816013
146.75,0.00830531
147,0.00715668
147.25,0.00765216
147.5,0.00818944
147.75,0.00835027
148,0.00763465
148.25,0.00803152
148.5,0.00855551
148.75,0.00849983
149,0.00820082
149.25,0.00718326
149.5,0.00824548
149.75,0.00827258
150,0.00775957
150.25,0.00844821
150.5,0.00827058
150.75,0.00862963
151,0.00821996
151.25,0.00903708
151.5,0.00842335
151.75,0.00829746
152,0.00767482
152.25,0.00738911
152.5,0.00810304
152.75,0.00817482
153,0.00933354
153.25,0.00779459
153.5,0.00823517
153.75,0.00945121
154,0.00845477
154.25,0.00870329
154.5,0.00879505
154.75,0.00905759
155,0.00767375
155.25,0.00774017
155.5,0.00826001
155.75,0.00866824
156,0.00876498
156.25,0.00757292
156.5,0.00773862
156.75,0.00862055
157,0.00835831
157.25,0.00832246
157.5,0.00761152
157.75,0.00776174
158,0.00780809
158.25,0.00777499
158.5,0.00825342
158.75,0.0081154
159,0.00787756
159.25,0.0068447
159.5,0.00849569
159.75,0.00764006
160,0.00801723
160.25,0.00929779
160.5,0.00792781
160.75,0.00789312
161,0.00761841
161.25,0.00815974
161.5,0.00812655
161.75,0.00845194
162,0.00809216
162.25,0.00735889
162.5,0.00782606
162.75,0.00784704
163,0.00763726
163.25,0.0072239
163.5,0.00723997
163.75,0.00801812
164,0.00782382
164.25,0.00781082
164.5,0.0071613
164.75,0.00698504
165,0.00834146
165.25,0.00689585
165.5,0.00797728
165.75,0.00715969
166,0.00719925
166.25,0.00676878
166.5,0.00704174
166.75,0.00789853
167,0.00736166
167.25,0.0073912
167.5,0.00691164
167.75,0.00670503
168,0.00751997
168.25,0.00595342
168.5,0.00628691
168.75,0.0068109
169,0.00662687
169.25,0.00674384
169.5,0.00731057
169.75,0.00625428
170,0.00648208
170.25,0.00624322
170.5,0.00621342
170.75,0.00655898
171,0.0061869
171.25,0.00566746
171.5,0.00598028
171.75,0.00727229
172,0.006917
172.25,0.00662644
172.5,0.00652417
172.75,0.00623064
173,0.00581336
173.25,0.00634632
173.5,0.0057896
173.75,0.00579286
174,0.00497218
174.25,0.00615248
174.5,0.00501817
174.75,0.00559611
175,0.00522164
175.25,0.0058835
175.5,0.00539034
175.75,0.00500536
176,0.00537109
176.25,0.00628861
176.5,0.00604722
176.75,0.00596196
177,0.00526971
177.25,0.00454772
177.5,0.00456041
177.75,0.00446269
178,0.005703
178.25,0.00497793
178.5,0.00542426
178.75,0.00504919
179,0.00500029
179.25,0.00510978
179.5,0.00514392
179.75,0.00571386
180,0.00536888
180.25,0.00498639
180.5,0.00501371
180.75,0.00547377
181,0.00515689
181.25,0.00487158
181.5,0.00386781
181.75,0.00461126
182,0.00451649
182.25,0.00455712
182.5,0.00491729
182.75,0.00532497
183,0.00482032
183.25,0.00411846
183.5,0.00488083
183.75,0.0043062
184,0.00390287
184.25,0.00435009
184.5,0.00493975
184.75,0.00485583
185,0.0037885
185.25,0.00425596
185.5,0.0045292
185.75,0.00369444
186,0.00393983
186.25,0.00430616
186.5,0.00394053
186.75,0.00315206
187,0.00370726
187.25,0.00377852
187.5,0.0033628
187.75,0.00323283
188,0.00374182
188.25,0.00373693
188.5,0.00445254
188.75,0.00349748
189,0.00377239
189.25,0.00289201
189.5,0.00493875
189.75,0.003782
190,0.00326527
190.25,0.0043054
190.5,0.00345468
190.75,0.00310794
191,0.00342473
191.25,0.00303037
191.5,0.00319504
191.75,0.00274844
192,0.00375962
192.25,0.00266961
192.5,0.00335336
192.75,0.00323296
193,0.00242456
193.25,0.00287093
193.5,0.00233148
193.75,0.00279156
194,0.00281868
194.25,0.00268048
194.5,0.00219867
194.75,0.00239837
195,0.00349583
195.25,0.00279919
195.5,0.00260595
195.75,0.00306008
196,0.00282244
196.25,0.00281823
196.5,0.00317855
196.75,0.00217382
197,0.00285678
197.25,0.00370982
197.5,0.00319235
197.75,0.00210785
198,0.00239297
198.25,0.00217134
198.5,0.00261208
198.75,0.00244484
199,0.00211616
199.25,0.00226829
199.5,0.002295
199.75,0.00272281
200,0.00201463
200.25,0.00225328
200.5,0.00217237
200.75,0.00243027
201,0.00221491
201.25,0.00197475
201.5,0.0022399
201.75,0.00219838
202,0.00158844
202.25,0.0017926
202.5,0.00195069
202.75,0.00232265
203,0.00188348
203.25,0.00212886
203.5,0.00184395
203.75,0.00198468
204,0.00167317
204.25,0.00143359
204.5,0.00166065
204.75,0.00199667
205,0.00170177
205.25,0.00108142
205.5,0.00155551
205.75,0.00160084
206,0.00154771
206.25,0.00141996
206.5,0.00166122
206.75,0.00159237
207,0.00107871
207.25,0.0014514
207.5,0.00156348
207.75,0.00151466
208,0.00170986
208.25,0.00157228
208.5,0.00164682
208.75,0.00167107
209,0.0011113
209.25,0.000903483
209.5,0.00115705
209.75,0.001285
210,0.00103297
210.25,0.00154531
210.5,0.00124577
210.75,0.00117004
211,0.00128346
211.25,0.00124467
211.5,0.00139767
211.75,0.000962206
212,0.00112601
212.25,0.00088038
212.5,0.000745815
212.75,0.0006956
213,0.00118523
213.25,0.00111055
213.5,0.000932463
213.75,0.00119569
214,0.00108548
214.25,0.000776298
214.5,0.000957905
214.75,0.0012496
215,0.000678168
215.25,0.00118733
215.5,0.0010525
215.75,0.000907281
216,0.00125812
216.25,0.00143325
216.5,0.00112893
216.75,0.000895285
217,0.00135718
217.25,0.00065061
217.5,0.00079527
217.75,0.000892452
218,0.000847858
218.25,0.00145271
218.5,0.00129314
218.75,0.000894986
219,0.00095328
219.25,0.00117987
219.5,0.000875657
219.75,0.00140297
220,0.00104412
220.25,0.000876372
220.5,0.000807827
220.75,0.000701323
221,0.00094312
221.25,0.00112425
221.5,0.00100084
221.75,0.00101884
222,0.000987098
222.25,0.00100503
222.5,0.000938949
222.75,0.000964949
223,0.00156131
223.25,0.000808043
223.5,0.000987873
223.75,0.00111825
224,0.000433065
224.25,0.000519574
224.5,0.000708677
224.75,0.000943632
225,0.000875682
225.25,0.000615454
225.5,0.000929596
225.75,0.000563717
226,0.00089362
226.25,0.000925488
226.5,0.000671254
226.75,0.000642915
227,0.000462119
227.25,0.000969371
227.5,0.000660096
227.75,0.000603455
228,0.000592566
228.25,0.000783605
228.5,0.000430963
228.75,0.00127042
229,0.000531272
229.25,0.000403501
229.5,0.000522546
229.75,0.000452399
230,0.0003731
230.25,0.000434975
230.5,0.000531058
230.75,0.000648571
231,0.000870684
231.25,0.000319881
231.5,0.000712701
231.75,0.000229272
232,0.000630952
232.25,0.00108809
232.5,0.00060481
232.75,0.00044058
233,0.000513414
233.25,0.000711716
233.5,0.000389365
233.75,0.000514055
234,0.000358283
234.25,0.000508261
234.5,0.000473047
234.75,0.000493113
235,0.000744289
235.25,0.000663655
235.5,0.000308888
235.75,0.000336178
236,0.000411612
236.25,0.000791735
236.5,0.000482488
236.75,0.000514039
237,0.000387367
237.25,0.000400947
237.5,0.000499771
237.75,0.000285951
238,0.000480313
238.25,0.000367948
238.5,0.000525662
238.75,0.000315201
239,0.000321617
239.25,0.000486439
239.5,0.000404412
239.75,0.000278369
240,0.000382809
240.25,0.000617456
240.5,0.000515285
240.75,0.000312095
241,0.000167184
241.25,0.000301879
241.5,0.000482819
241.75,0.000523442
242,0.00013721
242.25,0.000154683
242.5,0.000448712
242.75,0.000236061
243,0.000114207
243.25,0.000171034
243.5,0.000206686
243.75,0.000357063
244,0.000177607
244.25,0.000313986
244.5,0.000347888
244.75,0.000179761
245,0.000564989
245.25,0.000529542
245.5,0.000465764
245.75,0.000333551
246,0.000227852
246.25,0.00016146
246.5,0.000423455
246.75,0.000244958
247,0.000151993
247.25,0.000274346
247.5,0.000162787
247.75,0.000120425
248,0.000161312
248.25,0.000160483
248.5,7.92628e-05
248.75,0.000204892
249,0.000253801
249.25,0.00046031
249.5,0.000334079
249.75,0.000399591
250,0.000177721
250.25,0.000320002
250.5,0.000125019
250.75,0.00013917
251,0.000169184
251.25,0.000144462
251.5,0.000167267
251.75,0.000263932
252,0.000203448
252.25,0.000299626
252.5,0.000210902
252.75,0.000172322
253,9.4563e-05
253.25,0.000170651
253.5,0.000252595
253.75,0.000405553
254,0.000112701
254.25,0.000506475
254.5,0.000345819
254.75,0.000226186
255,6.12552e-05
255.25,0.00048154
255.5,7.20346e-05
255.75,0.000181105
256,0.000125384
256.25,7.44164e-05
256.5,0.000122158
256.75,5.30087e-05
257,5.21606e-05
257.25,0.000162818
257.5,0.000126798
257.75,4.55176e-05
258,9.28659e-05
258.25,5.43211e-05
258.5,5.88921e-05
258.75,3.70469e-05
259,0.000191537
259.25,0.000132941
259.5,0.000333969
259.75,4.69227e-05
260,9.53952e-05
260.25,5.15133e-05
260.5,5.37807e-05
260.75,5.23942e-05
261,4.12289e-05
261.25,5.56443e-05
261.5,6.49937e-05
261.75,0.000146838
262,8.51536e-05
262.25,0.000132748
262.5,6.47835e-05
262.75,0.000665314
263,7.62475e-05
263.25,4.91642e-05
263.5,3.15864e-05
263.75,9.48442e-05
264,4.48352e-05
264.25,0.000108101
264.5,6.066e-05
264.75,0.000319437
265,0.00189977
265.25,7.3875e-05
265.5,3.42578e-05
265.75,0.000199938
266,0.000234974
266.25,2.74554e-05
266.5,2.00427e-05
266.75,0.000102791
267,2.6718e-05
267.25,7.78549e-05
267.5,0.000552123
267.75,0.00083555
268,0.000229717
268.25,-nan
268.5,0.000104478
268.75,8.84801e-05
269,7.57293e-05
269.25,2.56792e-05
269.5,0.000389224
269.75,1.78306e-05
270,6.41462e-05
270.25,6.73807e-05
270.5,7.77981e-05
270.75,5.77257e-05
271,0.000212759
271.25,0.00062144
271.5,3.88686e-05
271.75,0.00238119
272,2.43992e-05
272.25,0.000885329
272.5,0.000221621
272.75,0.000215205
273,6.31643e-06
273.25,7.83677e-05
273.5,0.000123828
273.75,0.000972578
274,0.000917285
274.25,9.75661e-05
274.5,2.07048e-05
274.75,0.000142329
275,3.98853e-05
275.25,0.0008084
275.5,2.64161e-06
275.75,1.76533e-05
276,1.99151e-05
276.25,0.000274855
276.5,0.000118075
276.75,0.000510106
277,6.43849e-06
277.25,0.00272769
277.5,2.70664e-05
277.75,2.79892e-05
278,8.7439e-06
278.25,2.44074e-05
278.5,0.000156323
278.75,4.39391e-05
279,0.000108631
279.25,-nan
279.5,2.62509e-05
279.75,2.64031e-05
280,5.90071e-06
280.25,1.02136e-05
280.5,1.64011e-05
280.75,5.19192e-05
281,6.75345e-05
281.25,4.20317e-05
281.5,2.6543e-05
281.75,4.95212e-05
282,3.17494e-05
282.25,0.000155995
282.5,0.00012493
282.75,3.19393e-05
283,6.26559e-05
283.25,3.74887e-05
283.5,1.2847e-05
283.75,5.11033e-06
284,8.39976e-05
284.25,0.00236934
284.5,0.00195486
284.75,1
285,-nan
285.25,1
285.5,0.000230736
285.75,-nan
286,2.0603e-05
286.25,3.55322e-06
286.5,0.000106224
286.75,1.57473e-05
287,-nan
287.25,-nan
287.5,3.21384e-05
287.75,1.49768e-05
288,-nan
288.25,0.00123059
288.5,1.65802e-05
288.75,-nan
289,0.000184835
289.25,0.000545416
289.5,-nan
289.75,1.87985e-05
290,1.11243e-06
290.25,1.66963e-06
290.5,0.000430448
290.75,1.46778e-05
291,0.00034583
291.25,5.74726e-06
291.5,-nan
291.75,0.000117233
292,-nan
292.25,0.000499796
292.5,3.25494e-06
292.75,5.18137e-05
293,-nan
293.25,0.000298339
293.5,6.72597e-06
293.75,-nan
294,0.000354191
294.25,-nan
294.5,6.98936e-07
294.75,0.00337901
295,3.85502e-06
295.25,5.99112e-05
295.5,0.00096535
295.75,6.94449e-06
296,0.0009175
296.25,4.67121e-06
296.5,-nan
296.75,8.51532e-05
297,1
297.25,3.94751e-05
297.5,0.00060745
297.75,2.42532e-05
298,-nan
298.25,0.000428837
298.5,2.01712e-06
298.75,-nan
299,-nan
299.25,-nan
299.5,1.75304e-05
299.75,0.00153615
300,0.000176076
300.25,1.60488e-05
300.5,2.39818e-06
300.75,7.07053e-05
301,-nan
301.25,-nan
301.5,-nan
301.75,-nan
302,2.06011e-06
302.25,-nan
302.5,-nan
302.75,-nan
303,-nan
303.25,-nan
303.5,-nan
303.75,-nan
304,-nan
304.25,1
304.5,-nan
304.75,0.00038357
305,-nan
305.25,-nan
305.5,1.3836e-06
305.75,-nan
306,-nan
306.25,0.000121873
306.5,-nan
306.75,-nan
307,6.86578e-07
307.25,-nan
307.5,7.70451e-07
307.75,-nan
308,-nan
308.25,1.63378e-05
308.5,0.000494758
308.75,-nan
309,-nan
309.25,-nan
309.5,-nan
309.75,1.18044e-05
310,-nan
310.25,-nan
310.5,-nan
310.75,5.95352e-06
311,5.95549e-06
311.25,-nan
311.5,5.95543e-06
311.75,-nan
312,-nan
312.25,0.000102007
312.5,2.95258e-06
312.75,-nan
313,-nan
313.25,-nan
313.5,5.54155e-06
313.75,-nan
314,-nan
314.25,-nan
314.5,-nan
314.75,0.000135461
315,-nan
315.25,-nan
315.5,-nan
315.75,-nan
316,2.37917e-06
316.25,1
316.5,-nan
316.75,-nan
317,-nan
317.25,1
317.5,-nan
317.75,-nan
318,-nan
318.25,5.97186e-06
318.5,1
318.75,-nan
319,-nan
319.25,2.38871e-06
319.5,-nan
319.75,-nan
320,-nan
320.25,-nan
320.5,5.63536e-07
320.75,4.18424e-06
321,-nan
321.25,-nan
321.5,-nan
321.75,1
322,-nan
322.25,-nan
322.5,-nan
322.75,6.30476e-07
323,4.98355e-07
323.25,-nan
323.5,-nan
323.75,-nan
324,4.83394e-07
324.25,-nan
324.5,-nan
324.75,-nan
325,-nan
325.25,-nan
325.5,-nan
325.75,-nan
326,-nan
326.25,-nan
326.5,-nan
326.75,-nan
327,-nan
327.25,-nan
327.5,-nan
327.75,-nan
328,-nan
328.25,-nan
328.5,-nan
328.75,-nan
329,-nan
329.25,-nan
329.5,-nan
329.75,1
330,-nan
330.25,-nan
330.5,-nan
330.75,-nan
331,-nan
331.25,-nan
331.5,-nan
331.75,-nan
332,-nan
332.25,-nan
332.5,-nan
332.75,-nan
333,-nan
333.25,-nan
333.5,-nan
333.75,-nan
334,-nan
334.25,-nan
334.5,-nan
334.75,-nan
335,-nan
335.25,-nan
335.5,-nan
335.75,-nan
336,-nan
336.25,-nan
336.5,-nan
336.75,-nan
337,-nan
337.25,-nan
337.5,-nan
337.75,-nan
338,-nan
338.25,-nan
338.5,-nan
338.75,-nan
339,2.16165e-06
339.25,-nan
339.5,-nan
339.75,-nan
340,-nan
340.25,-nan
340.5,-nan
340.75,-nan
341,-nan
341.25,-nan
341.5,-nan
341.75,-nan
342,-nan
342.25,-nan
342.5,-nan
342.75,-nan
343,-nan
343.25,-nan
343.5,-nan
343.75,-nan
344,-nan
344.25,-nan
344.5,-nan
344.75,-nan
345,-nan
345.25,-nan
345.5,-nan
345.75,-nan
346,-nan
346.25,-nan
346.5,-nan
346.75,-nan
347,-nan
347.25,-nan
347.5,-nan
347.75,-nan
348,-nan
348.25,-nan
348.5,-nan
348.75,-nan
349,-nan
349.25,-nan
349.5,-nan
349.75,-nan
350,-nan
350.25,-nan
350.5,-nan
350.75,-nan
351,-nan
351.25,-nan
351.5,-nan
351.75,-nan
352,-nan
352.25,-nan
352.5,-nan
352.75,-nan
353,-nan
353.25,-nan
353.5,-nan
353.75,-nan
354,-nan
354.25,-nan
354.5,-nan
354.75,-nan
355,-nan
355.25,-nan
355.5,-nan
355.75,-nan
356,-nan
356.25,-nan
356.5,-nan
356.75,-nan
357,-nan
357.25,-nan
357.5,-nan
357.75,-nan
358,-nan
358.25,-nan
358.5,-nan
358.75,-nan
359,-nan
359.25,-nan
359.5,-nan
359.75,-nan
360,-nan
360.25,-nan
360.5,-nan
360.75,-nan
361,-nan
361.25,-nan
361.5,-nan
361.75,-nan
362,-nan
362.25,-nan
362.5,-nan
362.75,-nan
363,-nan
363.25,-nan
363.5,-nan
363.75,-nan
364,-nan
364.25,-nan
364.5,-nan
364.75,-nan
365,-nan
365.25,-nan
365.5,-nan
365.75,-nan
366,-nan
366.25,-nan
366.5,-nan
